order_id,customer_id,order_date,status,delivery_date
O001125,C00191,2023-12-31,Placed,
O001126,C00080,2023-10-16,Returned,2023-10-24
O001127,C00332,2024-03-05,Delivered,2024-03-08
O001128,C00356,2023-04-28,Cancelled,
O001129,C00321,2023-04-12,Delivered,2023-04-15
O001130,C00374,2023-01-05,Delivered,2023-01-07
O001131,C00306,2024-08-05,Delivered,2024-08-07
O001132,C00047,2023-12-14,Delivered,2023-12-24
O001133,C00027,2024-06-04,delivered,2024-06-10
O001134,C00263,2023-07-01,Shipped,
O001135,C00024,2023-10-12,Delivered,2023-10-16
O001136,C00273,2024-08-14,Delivered,2024-08-17
O001137,C00128,2023-10-11,shipped,
O001138,C00091,2024-02-21,DELIVERED,2024-02-27
O001139,C00025,2023-04-09,DELIVERED,2023-04-10
O001140,C00261,2024-09-14,CANCELLED,
O001141,C00317,2024-07-08,Placed,
O001142,C00364,2024-05-13,Delivered,2024-05-22
O001143,C00068,2023-11-07,Delivered,2023-11-12
O001144,C00302,2024-12-02,DELIVERED,2024-12-12
O001145,C00006,2023-07-14,Cancelled,
O001146,C00239,2024-12-13,DELIVERED,2024-12-22
O001147,C00338,2024-10-16,Delivered,2024-10-18
O001148,C00180,2023-02-28,Delivered,2023-03-05
O001149,C00161,2024-01-10,delivered,2024-01-16
O001150,C00273,2023-09-03,Delivered,2023-09-08
O001151,C00255,2023-11-10,Placed,
O001152,C00339,2023-05-20,Delivered,2023-05-22
O001153,C00073,2023-11-05,Cancelled,
O001154,C00033,2024-04-13,Shipped,
O001155,C00055,2023-05-05,Returned,2023-05-08
O001156,C00313,2023-04-05,delivered,2023-04-10
O001157,C00057,2024-10-28,Placed,
O001158,C00317,2023-06-01,Cancelled,
O001159,C00088,2023-01-04,DELIVERED,2023-01-10
O001160,C00235,2023-07-02,placed,
O001161,C00310,2023-05-07,Delivered,2023-05-09
O001162,C00391,2024-12-27,Delivered,2024-12-28
O001163,C00171,2024-09-22,Cancelled,
O001164,C00041,2023-07-14,delivered,2023-07-20
O001165,C00132,2023-12-25,DELIVERED,2024-01-03
O001166,C00204,2023-05-04,Cancelled,
O001167,C00303,2023-12-29,Cancelled,
O001168,C00357,2024-11-13,Delivered,2024-11-18
O001169,C00213,2024-12-08,SHIPPED,
O001170,C00277,2023-12-21,Returned,2023-12-31
O001171,C00255,2023-12-12,delivered,2023-12-16
O001172,C00198,2023-11-19,Cancelled,
O001173,C00121,2024-11-06,Shipped,
O001174,C00055,2023-10-11,Placed,
O001175,C00237,2023-03-10,Placed,
O001176,C00164,2024-08-29,Delivered,2024-09-06
O001177,C00254,2023-06-12,Placed,
O001178,C00169,2024-02-18,Delivered,2024-02-25
O001179,C00038,2024-02-03,Delivered,2024-02-13
O001180,C00316,2023-04-04,Delivered,2023-04-08
O001181,C00181,2023-12-24,Cancelled,
O001182,C00252,2024-02-10,Delivered,2024-02-17
O001183,C00192,2024-03-12,Delivered,2024-03-13
O001184,C00041,2023-07-10,delivered,2023-07-13
O001185,C00278,2024-11-21,Delivered,2024-11-23
O001186,C00278,2024-11-04,Shipped,
O001187,C00063,2024-09-18,Delivered,2024-09-28
O001188,C00322,2023-10-04,Delivered,2023-10-13
O001189,C00172,2023-08-12,Delivered,2023-08-21
O001190,C00137,2024-05-05,Delivered,2024-05-14
O001191,C00253,2023-02-08,Placed,
O001192,C00221,2023-04-20,Delivered,2023-04-28
O001193,C00134,2024-08-10,shipped,
O001194,C00342,2024-01-15,Cancelled,
O001195,C00138,2023-07-19,delivered,2023-07-23
O001196,C00358,2024-08-16,Delivered,2024-08-23
O001197,C00038,2023-11-18,Delivered,2023-11-28
O001198,C00314,2023-03-07,Delivered,2023-03-12
O001199,C00215,2024-09-16,Delivered,2024-09-24
O001200,C00220,2023-05-20,Shipped,
O001201,C00117,2023-01-23,Shipped,
O001202,C00172,2024-09-16,Delivered,2024-09-20
O001203,C00201,2023-02-27,RETURNED,2023-03-09
O001204,C00229,2023-10-31,Placed,
O001205,C00018,2024-11-08,Delivered,2024-11-09
O001206,C00052,2024-02-28,Delivered,2024-03-02
O001207,C00067,2024-07-03,Shipped,
O001208,C00025,2024-12-05,Delivered,2024-12-10
O001209,C00184,2023-07-10,SHIPPED,
O001210,C00395,2023-08-30,Returned,2023-09-09
O001211,C00331,2023-10-26,Delivered,2023-11-05
O001212,C00337,2023-12-30,Delivered,2024-01-01
O001213,C00147,2024-04-10,Shipped,
O001214,C00049,2024-01-27,Cancelled,
O001215,C00341,2023-10-24,Delivered,2023-10-25
O001216,C00261,2024-06-03,Placed,
O001217,C00234,2024-11-04,Shipped,
O001218,C00296,2024-08-03,placed,
O001219,C00314,2023-04-30,Delivered,2023-05-07
O001220,C00032,2023-09-08,Delivered,2023-09-15
O001221,C00227,2024-10-23,DELIVERED,2024-10-27
O001222,C00349,2024-12-22,Placed,
O001223,C00183,2023-10-31,Delivered,2023-11-06
O001224,C00062,2023-03-01,Delivered,2023-03-04
O001225,C00209,2024-05-24,Delivered,2024-05-30
O001226,C00348,2024-03-22,SHIPPED,
O001227,C00331,2024-06-07,Delivered,2024-06-09
O001228,C00177,2023-04-24,Placed,
O001229,C00040,2024-02-10,CANCELLED,
O001230,C00210,2024-12-06,Returned,2024-12-16
O001231,C00060,2024-03-18,Cancelled,
O001232,C00399,2024-09-16,Delivered,2024-09-20
O001233,C00006,2023-04-18,Delivered,2023-04-17
O001234,C00392,2024-09-15,Placed,
O001235,C00013,2024-06-25,Delivered,2024-06-26
O001236,C00190,2023-09-30,Delivered,2023-10-08
O001237,C00391,2024-11-07,Shipped,
O001238,C00260,2023-06-24,Cancelled,
O001239,C00270,2024-09-23,Delivered,2024-09-26
O001240,C00294,2023-11-02,Delivered,2023-11-10
O001241,C00113,2023-01-04,Delivered,2023-01-12
O001242,C00153,2024-05-31,Shipped,
O001243,C00111,2023-10-27,Delivered,2023-10-24
O001244,C00249,2023-05-02,shipped,
O001245,C00316,2023-03-04,cancelled,
O001246,C00395,2023-12-04,Delivered,2023-12-13
O001247,C00121,2023-02-18,Shipped,
O001248,C00226,2024-07-25,delivered,2024-08-03
O001249,C00375,2024-04-28,Delivered,2024-04-29
O001250,C00205,2023-09-16,Delivered,2023-09-23
O001251,C00297,2023-05-10,Delivered,2023-05-20
O001252,C00058,2024-11-06,delivered,2024-11-11
O001253,C00306,2023-01-07,Cancelled,
O001254,C00237,2023-07-09,returned,2023-07-13
O001255,C00275,2023-09-10,Delivered,2023-09-16
O001256,C00306,2023-04-14,Shipped,
O001257,C00300,2024-04-10,Delivered,2024-04-16
O001258,C00327,2023-11-04,Delivered,2023-11-14
O001259,C00015,2024-12-05,Shipped,
O001260,C00324,2024-07-24,delivered,2024-07-21
O001261,C00381,2023-08-20,Cancelled,
O001262,C00222,2023-12-31,delivered,2024-01-07
O001263,C00232,2023-05-20,Delivered,2023-05-27
O001264,C00377,2024-05-06,Delivered,2024-05-10
O001265,C00249,2024-10-28,Delivered,2024-11-06
O001266,C00312,2024-05-17,Delivered,2024-05-26
O001267,C00152,2023-03-15,Delivered,2023-03-24
O001268,C00229,2023-07-12,Delivered,2023-07-14
O001269,C00225,2024-03-11,delivered,2024-03-20
O001270,C00254,2024-07-03,Delivered,2024-07-13
O001271,C00066,2023-04-18,delivered,2023-04-21
O001272,C00010,2024-04-20,Delivered,2024-04-24
O001273,C00270,2023-05-18,Cancelled,
O001274,C00330,2023-04-14,delivered,2023-04-15
O001275,C00111,2024-02-16,cancelled,
O001276,C00234,2023-10-26,delivered,2023-11-02
O001277,C00073,2023-04-14,Delivered,2023-04-24
O001278,C00158,2024-07-11,Delivered,2024-07-18
O001279,C00143,2024-11-30,Placed,
O001280,C00136,2023-07-13,DELIVERED,2023-07-14
O001281,C00117,2024-08-29,Delivered,2024-09-08
O001282,C00337,2024-11-06,Delivered,2024-11-07
O001283,C00390,2023-11-24,Shipped,
O001284,C00039,2024-10-19,Cancelled,
O001285,C00390,2023-02-05,Delivered,2023-02-14
O001286,C00189,2024-03-29,Delivered,2024-04-02
O001287,C00392,2023-01-09,Placed,
O001288,C00064,2023-06-20,RETURNED,2023-06-24
O001289,C00384,2023-01-08,DELIVERED,2023-01-16
O001290,C00005,2024-09-22,Placed,
O001291,C00381,2024-07-25,Shipped,
O001292,C00152,2023-07-09,Placed,
O001293,C00115,2023-11-09,delivered,2023-11-13
O001294,C00337,2024-10-30,Placed,
O001295,C00019,2024-02-05,delivered,2024-02-09
O001296,C00400,2023-11-17,Placed,
O001297,C00213,2024-09-22,Placed,
O001298,C00159,2023-04-22,Delivered,2023-04-23
O001299,C00030,2024-05-22,Delivered,2024-05-24
O001300,C00074,2023-02-25,Cancelled,
O001301,C00131,2023-07-05,Cancelled,
O001302,C00063,2024-04-01,Cancelled,
O001303,C00393,2023-12-28,Placed,
O001304,C00296,2024-08-21,Delivered,2024-08-24
O001305,C00199,2023-06-24,Delivered,2023-06-29
O001306,C00150,2023-11-16,Delivered,2023-11-20
O001307,C00023,2023-10-26,cancelled,
O001308,C00381,2024-10-02,Cancelled,
O001309,C00266,2024-05-31,Shipped,
O001310,C00304,2023-06-01,Delivered,2023-06-05
O001311,C00097,2024-01-21,Delivered,2024-01-28
O001312,C00361,2024-08-08,RETURNED,2024-08-15
O001313,C00307,2024-10-04,cancelled,
O001314,C00101,2024-09-24,Delivered,2024-09-30
O001315,C00094,2024-02-02,placed,
O001316,C00139,2023-04-09,Cancelled,
O001317,C00092,2023-07-13,Delivered,2023-07-14
O001318,C00165,2024-01-20,Delivered,2024-01-30
O001319,C00021,2023-01-17,Delivered,2023-01-19
O001320,C00326,2023-01-02,Returned,2023-01-03
O001321,C00035,2024-04-23,Delivered,2024-04-27
O001322,C00336,2023-06-13,Placed,
O001323,C00015,2024-10-05,Delivered,2024-10-11
O001324,C00291,2023-09-28,DELIVERED,2023-10-07
O001325,C00087,2024-08-04,Delivered,2024-08-07
O001326,C00047,2023-09-22,delivered,2023-09-25
O001327,C00211,2024-10-02,Returned,2024-10-05
O001328,C00149,2024-11-26,Cancelled,
O001329,C00359,2023-12-26,Returned,2023-12-31
O001330,C00157,2023-03-03,shipped,
O001331,C00151,2024-05-09,returned,2024-05-14
O001332,C00142,2024-10-14,Cancelled,
O001333,C00021,2023-04-01,Shipped,
O001334,C00020,2023-10-22,Cancelled,
O001335,C00238,2023-01-24,Delivered,2023-01-25
O001336,C00240,2023-04-04,Cancelled,
O001337,C00069,2023-05-02,Placed,
O001338,C00341,2023-04-18,Delivered,2023-04-28
O001339,C00114,2023-01-14,Delivered,2023-01-16
O001340,C00027,2023-12-30,Returned,2024-01-08
O001341,C00072,2023-12-15,DELIVERED,2023-12-16
O001342,C00241,2024-04-24,Delivered,2024-05-02
O001343,C00383,2024-08-25,Returned,2024-09-02
O001344,C00222,2023-01-08,Delivered,2023-01-17
O001345,C00095,2023-05-19,Cancelled,
O001346,C00308,2024-01-27,Delivered,2024-02-03
O001347,C00221,2023-03-09,delivered,2023-03-12
O001348,C00208,2023-05-29,Placed,
O001349,C00386,2024-06-19,CANCELLED,
O001350,C00288,2023-05-21,Delivered,2023-05-23
O001351,C00182,2023-03-18,Delivered,2023-03-21
O001352,C00308,2024-07-17,Delivered,2024-07-21
O001353,C00339,2024-05-25,Delivered,2024-06-02
O001354,C00357,2023-12-04,Shipped,
O001355,C00092,2023-06-07,Delivered,2023-06-13
O001356,C00130,2024-01-29,Delivered,2024-02-02
O001357,C00270,2023-08-22,placed,
O001358,C00123,2024-07-30,Delivered,2024-08-06
O001359,C00313,2024-10-30,DELIVERED,2024-11-03
O001360,C00253,2023-08-12,Delivered,2023-08-20
O001361,C00289,2024-01-15,Delivered,2024-01-16
O001362,C00014,2024-09-02,Delivered,2024-09-03
O001363,C00158,2024-03-22,Delivered,2024-03-26
O001364,C00225,2023-07-04,DELIVERED,2023-07-12
O001365,C00038,2024-05-16,Delivered,2024-05-18
O001366,C00040,2024-01-16,Delivered,2024-01-23
O001367,C00220,2023-08-01,CANCELLED,
O001368,C00298,2023-07-08,Delivered,2023-07-09
O001369,C00383,2023-01-20,CANCELLED,
O001370,C00122,2024-01-21,shipped,
O001371,C00119,2024-07-06,returned,2024-07-12
O001372,C00060,2024-09-10,Delivered,2024-09-18
O001373,C00047,2024-07-30,Placed,
O001374,C00064,2024-09-30,DELIVERED,2024-10-09
O001375,C00174,2023-04-16,Returned,2023-04-26
O001376,C00019,2024-09-26,Delivered,2024-09-27
O001377,C00080,2023-06-21,delivered,2023-06-27
O001378,C00346,2023-12-12,Delivered,2023-12-13
O001379,C00016,2024-02-08,DELIVERED,2024-02-14
O001380,C00157,2023-02-28,Delivered,2023-03-07
O001381,C00247,2024-05-07,Delivered,2024-05-10
O001382,C00150,2024-10-18,Delivered,2024-10-24
O001383,C00313,2023-03-19,Placed,
O001384,C00348,2024-12-19,Cancelled,
O001385,C00390,2023-03-04,shipped,
O001386,C00211,2023-05-23,DELIVERED,2023-05-24
O001387,C00277,2023-04-06,Delivered,2023-04-11
O001388,C00395,2024-03-17,Delivered,2024-03-21
O001389,C00397,2024-01-02,returned,2024-01-11
O001390,C00181,2023-11-25,Delivered,2023-12-02
O001391,C00003,2023-05-09,delivered,2023-05-13
O001392,C00220,2023-04-19,Shipped,
O001393,C00321,2023-06-16,RETURNED,2023-06-15
O001394,C00262,2024-08-17,delivered,2024-08-22
O001395,C00128,2023-03-28,Shipped,
O001396,C00159,2023-03-30,Shipped,
O001397,C00152,2024-04-17,Delivered,2024-04-22
O001398,C00279,2023-11-30,delivered,2023-12-02
O001399,C00110,2023-04-06,Delivered,2023-04-08
O001400,C00359,2024-06-19,Delivered,2024-06-20
O001401,C00214,2024-03-14,Delivered,2024-03-16
O001402,C00314,2024-07-27,Delivered,2024-08-01
O001403,C00179,2023-06-19,Cancelled,
O001404,C00056,2024-03-20,PLACED,
O001405,C00108,2023-10-13,Delivered,2023-10-14
O001406,C00184,2023-09-26,Placed,
O001407,C00139,2024-07-09,Cancelled,
O001408,C00319,2024-07-20,Delivered,2024-07-22
O001409,C00305,2023-06-20,cancelled,
O001410,C00126,2023-02-04,Cancelled,
O001411,C00232,2024-05-09,Delivered,2024-05-16
O001412,C00240,2024-03-06,Cancelled,
O001413,C00085,2024-05-29,Delivered,2024-05-30
O001414,C00337,2024-09-24,Delivered,2024-09-25
O001415,C00337,2024-04-11,Delivered,2024-04-18
O001416,C00398,2023-01-31,DELIVERED,2023-02-02
O001417,C00264,2024-06-05,Placed,
O001418,C00095,2023-07-28,Delivered,2023-07-29
O001419,C00188,2023-08-29,Delivered,2023-09-04
O001420,C00151,2024-09-17,Delivered,2024-09-27
O001421,C00212,2023-08-26,Cancelled,
O001422,C00098,2024-05-29,Delivered,2024-06-03
O001423,C00010,2023-02-23,Delivered,2023-03-05
O001424,C00300,2023-02-17,Delivered,2023-02-20
O001425,C00194,2024-04-10,Delivered,2024-04-20
O001426,C00069,2024-11-07,Delivered,2024-11-17
O001427,C00334,2024-08-29,Delivered,2024-09-05
O001428,C00375,2023-05-17,SHIPPED,
O001429,C00085,2023-11-30,Delivered,2023-12-05
O001430,C00292,2023-01-20,Placed,
O001431,C00388,2024-04-07,Cancelled,
O001432,C00394,2024-04-04,Shipped,
O001433,C00125,2023-08-16,Delivered,2023-08-25
O001434,C00160,2024-07-13,Shipped,
O001435,C00311,2024-02-17,Delivered,2024-02-26
O001436,C00242,2024-05-11,shipped,
O001437,C00087,2023-01-12,delivered,2023-01-22
O001438,C00182,2024-11-04,Delivered,2024-11-13
O001439,C00156,2024-09-17,Delivered,2024-09-18
O001440,C00016,2023-04-08,Shipped,
O001441,C00069,2023-01-05,delivered,2023-01-12
O001442,C00203,2023-08-21,Cancelled,
O001443,C00245,2024-06-12,delivered,2024-06-15
O001444,C00240,2023-08-28,cancelled,
O001445,C00129,2024-07-12,Delivered,2024-07-19
O001446,C00246,2024-10-05,Delivered,2024-10-07
O001447,C00107,2023-08-19,Delivered,2023-08-29
O001448,C00322,2024-11-10,returned,2024-11-20
O001449,C00382,2023-08-04,Placed,
O001450,C00153,2023-01-01,delivered,2023-01-04
O001451,C00153,2023-03-15,Delivered,2023-03-24
O001452,C00150,2023-12-27,Shipped,
O001453,C00373,2023-12-21,Delivered,2023-12-23
O001454,C00001,2023-01-03,Delivered,2023-01-04
O001455,C00110,2024-07-13,Shipped,
O001456,C00333,2023-06-14,Shipped,
O001457,C00144,2023-04-03,Delivered,2023-04-13
O001458,C00224,2024-09-11,Delivered,2024-09-20
O001459,C00135,2024-09-11,Delivered,2024-09-21
O001460,C00374,2024-12-10,Cancelled,
O001461,C00261,2023-04-13,Delivered,2023-04-19
O001462,C00006,2024-12-01,Shipped,
O001463,C00302,2023-03-23,Delivered,2023-03-25
O001464,C00074,2023-07-04,Delivered,2023-07-11
O001465,C00239,2024-04-04,Shipped,
O001466,C00044,2024-06-27,Placed,
O001467,C00378,2023-06-18,Cancelled,
O001468,C00153,2023-09-26,Shipped,
O001469,C00174,2024-06-30,Placed,
O001470,C00269,2024-07-24,Delivered,2024-07-30
O001471,C00113,2023-05-04,Delivered,2023-05-10
O001472,C00292,2024-12-03,Shipped,
O001473,C00069,2024-04-03,Delivered,2024-04-06
O001474,C00117,2024-11-26,Returned,2024-11-28
O001475,C00329,2024-01-18,Shipped,
O001476,C00185,2024-01-20,Delivered,2024-01-22
O001477,C00100,2024-10-14,Delivered,2024-10-19
O001478,C00102,2024-07-26,Delivered,2024-08-01
O001479,C00186,2024-12-11,Cancelled,
O001480,C00080,2024-10-19,delivered,2024-10-26
O001481,C00170,2024-11-29,Shipped,
O001482,C00109,2024-10-30,Delivered,2024-11-03
O001483,C00163,2024-12-03,PLACED,
O001484,C00394,2023-06-29,delivered,2023-07-07
O001485,C00165,2023-03-28,Cancelled,
O001486,C00388,2024-12-07,Delivered,2024-12-11
O001487,C00246,2023-08-07,Shipped,
O001488,C00247,2024-02-29,delivered,2024-03-07
O001489,C00321,2024-09-30,delivered,2024-10-02
O001490,C00208,2023-02-24,Cancelled,
O001491,C00196,2023-06-13,Cancelled,
O001492,C00300,2023-10-01,Delivered,2023-10-05
O001493,C00318,2023-10-12,Delivered,2023-10-21
O001494,C00032,2023-10-31,Shipped,
O001495,C00247,2024-11-07,Delivered,2024-11-13
O001496,C00156,2024-03-23,shipped,
O001497,C00155,2023-05-25,Shipped,
O001498,C00351,2024-08-12,Delivered,2024-08-22
O001499,C00359,2023-07-17,shipped,
O001500,C00348,2024-03-03,DELIVERED,2024-03-10
O001501,C00217,2023-12-02,Cancelled,
O001502,C00100,2024-04-02,Delivered,2024-04-11
O001503,C00268,2023-11-06,Placed,
O001504,C00189,2023-02-12,Delivered,2023-02-19
O001505,C00337,2023-12-07,Delivered,2023-12-11
O001506,C00276,2024-05-02,Delivered,2024-05-12
O001507,C00201,2024-01-07,Delivered,2024-01-12
O001508,C00017,2024-01-22,Delivered,2024-01-23
O001509,C00392,2024-09-23,Delivered,2024-09-24
O001510,C00308,2023-05-24,Delivered,2023-05-25
O001511,C00032,2024-04-16,Delivered,2024-04-18
O001512,C00193,2024-06-19,Shipped,
O001513,C00305,2024-06-10,Shipped,
O001514,C00021,2024-01-05,Delivered,2024-01-10
O001515,C00244,2024-11-03,CANCELLED,
O001516,C00120,2023-05-31,Cancelled,
O001517,C00344,2023-05-28,DELIVERED,2023-05-31
O001518,C00212,2024-07-09,delivered,2024-07-17
O001519,C00040,2024-07-07,Delivered,2024-07-11
O001520,C00357,2024-09-08,Delivered,2024-09-17
O001521,C00106,2024-12-02,delivered,2024-12-04
O001522,C00059,2024-07-13,Shipped,
O001523,C00076,2024-02-02,placed,
O001524,C00276,2023-08-25,Delivered,2023-09-01
O001525,C00346,2023-07-15,Delivered,2023-07-23
O001526,C00033,2023-08-12,Delivered,2023-08-13
O001527,C00101,2023-08-16,Delivered,2023-08-21
O001528,C00038,2024-12-19,Delivered,2024-12-25
O001529,C00129,2024-06-30,placed,
O001530,C00223,2024-04-29,CANCELLED,
O001531,C00132,2024-11-08,Cancelled,
O001532,C00181,2023-08-02,Shipped,
O001533,C00294,2024-01-17,Delivered,2024-01-22
O001534,C00105,2024-08-09,Delivered,2024-08-17
O001535,C00142,2023-01-14,CANCELLED,
O001536,C00141,2024-12-23,Delivered,2024-12-31
O001537,C00332,2023-07-26,Cancelled,
O001538,C00309,2024-03-01,delivered,2024-03-08
O001539,C00269,2024-02-08,Delivered,2024-02-09
O001540,C00081,2023-08-02,Returned,2023-08-09
O001541,C00061,2023-03-15,Shipped,
O001542,C00273,2024-03-20,Shipped,
O001543,C00380,2023-05-12,Shipped,
O001544,C00331,2024-12-02,Delivered,2024-12-04
O001545,C00059,2023-11-28,Returned,2023-12-04
O001546,C00036,2024-05-07,Shipped,
O001547,C00194,2023-09-16,Delivered,2023-09-18
O001548,C00107,2023-08-07,Shipped,
O001549,C00382,2023-02-23,Cancelled,
O001550,C00124,2023-03-29,SHIPPED,
O001551,C00330,2024-02-27,Delivered,2024-02-28
O001552,C00061,2024-11-18,Delivered,2024-11-23
O001553,C00370,2023-03-15,RETURNED,2023-03-16
O001554,C00209,2024-03-18,Returned,2024-03-24
O001555,C00350,2023-06-22,DELIVERED,2023-06-23
O001556,C00138,2023-07-30,SHIPPED,
O001557,C00004,2023-04-08,Delivered,2023-04-10
O001558,C00056,2024-01-23,delivered,2024-01-29
O001559,C00353,2023-09-28,Delivered,2023-10-03
O001560,C00016,2024-03-23,Delivered,2024-03-27
O001561,C00319,2024-01-15,delivered,2024-01-22
O001562,C00312,2023-08-13,Delivered,2023-08-19
O001563,C00140,2024-02-22,Delivered,2024-03-03
O001564,C00258,2023-12-13,Placed,
O001565,C00126,2023-09-10,Placed,
O001566,C00125,2023-08-18,Placed,
O001567,C00265,2024-04-30,Delivered,2024-05-03
O001568,C00334,2024-05-08,CANCELLED,
O001569,C00047,2024-03-28,Shipped,
O001570,C00118,2023-07-30,Delivered,2023-08-09
O001571,C00278,2024-12-20,Delivered,2024-12-22
O001572,C00391,2024-08-07,Shipped,
O001573,C00256,2023-07-19,Shipped,
O001574,C00127,2024-06-30,Delivered,2024-07-09
O001575,C00034,2024-07-11,shipped,
O001576,C00116,2024-11-02,cancelled,
O001577,C00017,2023-07-25,Delivered,2023-07-31
O001578,C00102,2023-04-09,Cancelled,
O001579,C00134,2023-11-28,Placed,
O001580,C00035,2024-12-23,Delivered,2024-12-24
O001581,C00295,2023-05-16,Delivered,2023-05-22
O001582,C00126,2023-07-12,Placed,
O001583,C00271,2024-11-04,Shipped,
O001584,C00139,2023-12-10,Delivered,2023-12-17
O001585,C00217,2023-06-29,Delivered,2023-06-26
O001586,C00339,2024-06-17,Cancelled,
O001587,C00050,2024-11-10,Shipped,
O001588,C00394,2024-10-31,delivered,2024-11-01
O001589,C00190,2023-10-09,cancelled,
O001590,C00293,2023-03-02,Returned,2023-03-04
O001591,C00345,2023-12-26,SHIPPED,
O001592,C00014,2023-06-09,Shipped,
O001593,C00067,2024-01-17,Delivered,2024-01-23
O001594,C00080,2024-03-23,Shipped,
O001595,C00106,2023-03-16,cancelled,
O001596,C00397,2024-11-02,Delivered,2024-11-10
O001597,C00283,2023-08-17,Delivered,2023-08-25
O001598,C00025,2023-04-29,Placed,
O001599,C00373,2024-05-19,Delivered,2024-05-20
O001600,C00082,2023-11-02,Cancelled,
O001601,C00154,2023-03-26,Delivered,2023-03-28
O001602,C00168,2024-02-13,Delivered,2024-02-20
O001603,C00195,2023-07-08,Delivered,2023-07-11
O001604,C00006,2024-12-27,Delivered,2025-01-02
O001605,C00396,2024-07-30,Placed,
O001606,C00365,2024-01-03,Returned,2024-01-09
O001607,C00008,2024-09-11,Delivered,2024-09-21
O001608,C00051,2023-05-03,Delivered,2023-05-10
O001609,C00077,2023-02-03,Shipped,
O001610,C00250,2023-02-16,Placed,
O001611,C00170,2024-01-18,Shipped,
O001612,C00049,2023-01-23,Delivered,2023-01-30
O001613,C00013,2024-06-10,Delivered,2024-06-11
O001614,C00085,2023-05-20,Placed,
O001615,C00101,2023-05-02,Delivered,2023-05-06
O001616,C00396,2024-03-14,Delivered,2024-03-20
O001617,C00291,2024-02-21,Delivered,2024-02-24
O001618,C00393,2024-07-14,Placed,
O001619,C00350,2024-01-23,Delivered,2024-02-01
O001620,C00115,2023-01-23,Placed,
O001621,C00094,2024-03-23,Delivered,2024-03-30
O001622,C00210,2023-07-26,Delivered,2023-08-01
O001623,C00146,2023-06-17,delivered,2023-06-21
O001624,C00138,2024-05-15,Delivered,2024-05-22
O001625,C00028,2023-11-11,Delivered,2023-11-18
O001626,C00219,2024-12-29,Shipped,
O001627,C00081,2023-05-15,Shipped,
O001628,C00082,2024-12-17,Delivered,2024-12-25
O001629,C00283,2024-06-26,Placed,
O001630,C00242,2024-12-16,Delivered,2024-12-23
O001631,C00250,2023-01-28,Cancelled,
O001632,C00307,2023-08-06,Cancelled,
O001633,C00289,2024-10-17,Delivered,2024-10-24
O001634,C00262,2023-04-27,Shipped,
O001635,C00171,2023-02-21,Returned,2023-02-23
O001636,C00091,2023-08-10,Delivered,2023-08-11
O001637,C00332,2023-03-07,Delivered,2023-03-13
O001638,C00049,2023-08-11,Delivered,2023-08-20
O001639,C00319,2024-06-12,Delivered,2024-06-20
O001640,C00215,2024-10-23,DELIVERED,2024-10-25
O001641,C00361,2023-07-26,SHIPPED,
O001642,C00050,2024-03-08,delivered,2024-03-12
O001643,C00158,2024-02-02,delivered,2024-02-08
O001644,C00150,2024-03-11,Delivered,2024-03-10
O001645,C00315,2024-04-18,Delivered,2024-04-28
O001646,C00253,2024-06-14,Returned,2024-06-11
O001647,C00174,2023-06-20,Delivered,2023-06-22
O001648,C00398,2023-03-26,Placed,
O001649,C00310,2024-11-09,returned,2024-11-11
O001650,C00374,2024-11-28,Delivered,2024-12-03
O001651,C00250,2023-06-15,Returned,2023-06-22
O001652,C00394,2023-09-22,Returned,2023-09-30
O001653,C00231,2023-02-08,Placed,
O001654,C00215,2024-08-08,Delivered,2024-08-14
O001655,C00024,2024-09-06,Shipped,
O001656,C00028,2023-08-01,Returned,2023-08-04
O001657,C00211,2024-05-25,DELIVERED,2024-05-28
O001658,C00152,2024-05-22,Delivered,2024-05-23
O001659,C00110,2023-07-25,PLACED,
O001660,C00194,2024-07-20,Delivered,2024-07-25
O001661,C00367,2023-12-10,Placed,
O001662,C00206,2024-12-24,Delivered,2024-12-26
O001663,C00050,2024-08-08,Delivered,2024-08-13
O001664,C00257,2023-03-17,Placed,
O001665,C00341,2024-09-11,Delivered,2024-09-14
O001666,C00334,2024-09-12,Delivered,2024-09-18
O001667,C00082,2023-04-11,Delivered,2023-04-14
O001668,C00180,2024-01-02,Placed,
O001669,C00054,2024-03-21,Delivered,2024-03-22
O001670,C00228,2023-06-23,Delivered,2023-07-02
O001671,C00332,2023-11-22,delivered,2023-12-02
O001672,C00323,2023-01-26,placed,
O001673,C00241,2024-02-01,Delivered,2024-02-11
O001674,C00330,2024-06-29,placed,
O001675,C00379,2024-06-19,Delivered,2024-06-25
O001676,C00181,2023-05-25,SHIPPED,
O001677,C00028,2024-02-16,DELIVERED,2024-02-19
O001678,C00321,2023-02-12,Delivered,2023-02-11
O001679,C00163,2024-04-25,delivered,2024-05-03
O001680,C00372,2024-09-03,Cancelled,
O001681,C00176,2023-03-09,Delivered,2023-03-18
O001682,C00146,2024-11-01,Returned,2024-11-08
O001683,C00372,2024-04-16,Delivered,2024-04-25
O001684,C00381,2024-03-16,Delivered,2024-03-17
O001685,C00252,2023-06-19,PLACED,
O001686,C00099,2023-11-19,Delivered,2023-11-20
O001687,C00215,2023-12-26,Delivered,2023-12-27
O001688,C00252,2024-09-02,Delivered,2024-09-06
O001689,C00066,2024-02-15,Shipped,
