order_id,customer_id,order_date,status
O000433,C00316,2023-05-04,Delivered
O002759,C00178,2023-05-04,Delivered
O002456,C00173,2023-05-04,Delivered
O000793,C00245,2023-05-04,Delivered
O000788,C00333,2023-05-03,Delivered
O001608,C00051,2023-05-03,Delivered
O000122,C00323,2023-05-02,Delivered
O001615,C00101,2023-05-02,Delivered
O000401,C00262,2023-05-01,Delivered
O000954,C00148,2023-05-01,Delivered
O000603,C00399,2023-05-01,Delivered
O001219,C00314,2023-04-30,Delivered
O001965,C00206,2023-04-30,Delivered
O000944,C00226,2023-04-30,Delivered
O000567,C00243,2023-04-29,Delivered
O002216,C00378,2023-04-29,Delivered
O000334,C00239,2023-04-28,Delivered
O000049,C00176,2023-04-27,Delivered
O000583,C00203,2023-04-27,Delivered
O002666,C00317,2023-04-26,Delivered
O001007,C00211,2023-04-26,Delivered
O000684,C00194,2023-04-26,Delivered
O002479,C00066,2023-04-26,Delivered
O001044,C00334,2023-04-26,Delivered
O000288,C00010,2023-04-24,Delivered
O000896,C00392,2023-04-24,Delivered
O001056,C00128,2023-04-24,Delivered
O002769,C00200,2023-04-23,Delivered
O000430,C00205,2023-04-23,Delivered
O000901,C00084,2023-04-23,Delivered
O002713,C00179,2023-04-22,Delivered
O002377,C00112,2023-04-22,Delivered
O000424,C00150,2023-04-22,Delivered
O001298,C00159,2023-04-22,Delivered
O000780,C00306,2023-04-21,Delivered
O002150,C00215,2023-04-21,Delivered
O002700,C00019,2023-04-20,Delivered
O001192,C00221,2023-04-20,Delivered
O001045,C00125,2023-04-20,Delivered
O000490,C00345,2023-04-20,Delivered
O000176,C00021,2023-04-19,Delivered
O002624,C00203,2023-04-19,Delivered
O000575,C00307,2023-04-19,Delivered
O001233,C00006,2023-04-18,Delivered
O001096,C00071,2023-04-18,Delivered
O002001,C00038,2023-04-18,Delivered
O002967,C00146,2023-04-18,Delivered
O001271,C00066,2023-04-18,Delivered
O001338,C00341,2023-04-18,Delivered
O002613,C00053,2023-04-17,Delivered
O002018,C00076,2023-04-17,Delivered
O002595,C00216,2023-04-16,Delivered
O001975,C00216,2023-04-16,Delivered
O000327,C00194,2023-04-15,Delivered
O000400,C00322,2023-04-15,Delivered
O001274,C00330,2023-04-14,Delivered
O000312,C00195,2023-04-14,Delivered
O001277,C00073,2023-04-14,Delivered
O001004,C00249,2023-04-14,Delivered
O000847,C00148,2023-04-14,Delivered
O000058,C00123,2023-04-13,Delivered
O001461,C00261,2023-04-13,Delivered
O001887,C00143,2023-04-13,Delivered
O000909,C00176,2023-04-13,Delivered
O002481,C00030,2023-04-12,Delivered
O001129,C00321,2023-04-12,Delivered
O002935,C00070,2023-04-11,Delivered
O001667,C00082,2023-04-11,Delivered
O002680,C00110,2023-04-10,Delivered
O000383,C00395,2023-04-10,Delivered
O000573,C00047,2023-04-10,Delivered
O001916,C00219,2023-04-09,Delivered
O002118,C00098,2023-04-09,Delivered
O001139,C00025,2023-04-09,Delivered
O001557,C00004,2023-04-08,Delivered
O000968,C00154,2023-04-07,Delivered
O000513,C00343,2023-04-07,Delivered
O001387,C00277,2023-04-06,Delivered
O001399,C00110,2023-04-06,Delivered
O001748,C00034,2023-04-06,Delivered
O000957,C00298,2023-04-06,Delivered
O000889,C00320,2023-04-06,Delivered
O000376,C00017,2023-04-05,Delivered
O001156,C00313,2023-04-05,Delivered
O000762,C00392,2023-04-04,Delivered
O000059,C00119,2023-04-04,Delivered
O001180,C00316,2023-04-04,Delivered
O000621,C00263,2023-04-03,Delivered
O001457,C00144,2023-04-03,Delivered
O000309,C00095,2023-04-02,Delivered
O000306,C00049,2023-04-01,Delivered
O001767,C00320,2023-04-01,Delivered
O002677,C00092,2023-04-01,Delivered
O001088,C00354,2023-03-30,Delivered
O000111,C00206,2023-03-29,Delivered
O002696,C00278,2023-03-29,Delivered
O002980,C00075,2023-03-27,Delivered
O000274,C00100,2023-03-27,Delivered
O002294,C00093,2023-03-27,Delivered
O001039,C00275,2023-03-27,Delivered
O000638,C00373,2023-03-27,Delivered
O000440,C00228,2023-03-27,Delivered
O002482,C00286,2023-03-27,Delivered
O001012,C00189,2023-03-26,Delivered
O001601,C00154,2023-03-26,Delivered
O001714,C00025,2023-03-24,Delivered
O001775,C00306,2023-03-24,Delivered
O000255,C00127,2023-03-24,Delivered
O001102,C00012,2023-03-24,Delivered
O002868,C00335,2023-03-23,Delivered
O001463,C00302,2023-03-23,Delivered
O002555,C00055,2023-03-22,Delivered
O002732,C00102,2023-03-22,Delivered
O000358,C00321,2023-03-21,Delivered
O002872,C00064,2023-03-21,Delivered
O000047,C00190,2023-03-21,Delivered
O002484,C00177,2023-03-21,Delivered
O002490,C00145,2023-03-21,Delivered
O001783,C00096,2023-03-20,Delivered
O000048,C00117,2023-03-20,Delivered
O002437,C00026,2023-03-20,Delivered
O002072,C00059,2023-03-19,Delivered
O002164,C00008,2023-03-18,Delivered
O000886,C00223,2023-03-18,Delivered
O001351,C00182,2023-03-18,Delivered
O002335,C00384,2023-03-18,Delivered
O002166,C00312,2023-03-17,Delivered
O002663,C00398,2023-03-16,Delivered
O000325,C00019,2023-03-16,Delivered
O000906,C00101,2023-03-16,Delivered
O001451,C00153,2023-03-15,Delivered
O002957,C00109,2023-03-15,Delivered
O001267,C00152,2023-03-15,Delivered
O002086,C00110,2023-03-13,Delivered
O002109,C00137,2023-03-13,Delivered
O002927,C00386,2023-03-11,Delivered
O002366,C00394,2023-03-11,Delivered
O002402,C00167,2023-03-10,Delivered
O001681,C00176,2023-03-09,Delivered
O001980,C00014,2023-03-09,Delivered
O001347,C00221,2023-03-09,Delivered
O000224,C00154,2023-03-09,Delivered
O000256,C00132,2023-03-09,Delivered
O002801,C00338,2023-03-08,Delivered
O001985,C00290,2023-03-07,Delivered
O001198,C00314,2023-03-07,Delivered
O000348,C00108,2023-03-07,Delivered
O000538,C00320,2023-03-07,Delivered
O001637,C00332,2023-03-07,Delivered
O000324,C00116,2023-03-06,Delivered
O002799,C00117,2023-03-05,Delivered
O002610,C00397,2023-03-04,Delivered
O000529,C00176,2023-03-04,Delivered
O002648,C00268,2023-03-04,Delivered
O000671,C00083,2023-03-03,Delivered
O002857,C00204,2023-03-03,Delivered
O002994,C00206,2023-03-03,Delivered
O002724,C00004,2023-03-03,Delivered
O002094,C00166,2023-03-02,Delivered
O002866,C00301,2023-03-02,Delivered
O001897,C00287,2023-03-02,Delivered
O002500,C00241,2023-03-02,Delivered
O001224,C00062,2023-03-01,Delivered
O001148,C00180,2023-02-28,Delivered
O002283,C00001,2023-02-28,Delivered
O002883,C00052,2023-02-28,Delivered
O000331,C00084,2023-02-28,Delivered
O001380,C00157,2023-02-28,Delivered
O002521,C00336,2023-02-28,Delivered
O002992,C00228,2023-02-27,Delivered
O001732,C00316,2023-02-27,Delivered
O000609,C00295,2023-02-27,Delivered
O001805,C00148,2023-02-27,Delivered
O000108,C00241,2023-02-27,Delivered
O001952,C00202,2023-02-26,Delivered
O000034,C00081,2023-02-25,Delivered
O002985,C00400,2023-02-25,Delivered
O002789,C00360,2023-02-25,Delivered
O001788,C00332,2023-02-23,Delivered
O000168,C00073,2023-02-23,Delivered
O000946,C00221,2023-02-23,Delivered
O001423,C00010,2023-02-23,Delivered
O002255,C00053,2023-02-20,Delivered
O002169,C00348,2023-02-20,Delivered
O001876,C00003,2023-02-19,Delivered
O002048,C00238,2023-02-18,Delivered
O000206,C00017,2023-02-18,Delivered
O002356,C00384,2023-02-18,Delivered
O001961,C00202,2023-02-18,Delivered
O001796,C00069,2023-02-17,Delivered
O001424,C00300,2023-02-17,Delivered
O001106,C00173,2023-02-16,Delivered
O001830,C00319,2023-02-15,Delivered
O002417,C00012,2023-02-15,Delivered
O001797,C00392,2023-02-15,Delivered
O000054,C00312,2023-02-14,Delivered
O002691,C00328,2023-02-13,Delivered
O001504,C00189,2023-02-12,Delivered
O001678,C00321,2023-02-12,Delivered
O002767,C00075,2023-02-12,Delivered
O000852,C00257,2023-02-12,Delivered
O002644,C00129,2023-02-11,Delivered
O002518,C00303,2023-02-11,Delivered
O002085,C00349,2023-02-10,Delivered
O000128,C00232,2023-02-10,Delivered
O002365,C00114,2023-02-09,Delivered
O000979,C00149,2023-02-09,Delivered
O000807,C00111,2023-02-09,Delivered
O000053,C00182,2023-02-09,Delivered
O001931,C00314,2023-02-09,Delivered
O002937,C00346,2023-02-09,Delivered
O000681,C00189,2023-02-09,Delivered
O002140,C00352,2023-02-08,Delivered
O001950,C00341,2023-02-07,Delivered
O002064,C00358,2023-02-07,Delivered
O000837,C00302,2023-02-07,Delivered
O000135,C00273,2023-02-06,Delivered
O000588,C00121,2023-02-06,Delivered
O000808,C00189,2023-02-05,Delivered
O001285,C00390,2023-02-05,Delivered
O002572,C00112,2023-02-05,Delivered
O001772,C00214,2023-02-04,Delivered
O002179,C00089,2023-02-04,Delivered
O002203,C00280,2023-02-03,Delivered
O002461,C00312,2023-02-03,Delivered
O000457,C00218,2023-02-02,Delivered
O000867,C00128,2023-02-02,Delivered
O000158,C00167,2023-02-01,Delivered
O002328,C00185,2023-02-01,Delivered
O001416,C00398,2023-01-31,Delivered
O001798,C00248,2023-01-30,Delivered
O002399,C00353,2023-01-29,Delivered
O002546,C00060,2023-01-29,Delivered
O000716,C00369,2023-01-29,Delivered
O001026,C00265,2023-01-28,Delivered
O002717,C00219,2023-01-28,Delivered
O000548,C00291,2023-01-27,Delivered
O000779,C00022,2023-01-26,Delivered
O000785,C00147,2023-01-25,Delivered
O002486,C00067,2023-01-25,Delivered
O000647,C00330,2023-01-25,Delivered
O000932,C00381,2023-01-24,Delivered
O000347,C00020,2023-01-24,Delivered
O000639,C00197,2023-01-24,Delivered
O001335,C00238,2023-01-24,Delivered
O001612,C00049,2023-01-23,Delivered
O000435,C00209,2023-01-23,Delivered
O002274,C00033,2023-01-23,Delivered
O002254,C00046,2023-01-22,Delivered
O002776,C00157,2023-01-19,Delivered
O001778,C00314,2023-01-18,Delivered
O000453,C00245,2023-01-18,Delivered
O000740,C00330,2023-01-18,Delivered
O002146,C00199,2023-01-17,Delivered
O002350,C00216,2023-01-17,Delivered
O000052,C00267,2023-01-17,Delivered
O001082,C00343,2023-01-17,Delivered
O001319,C00021,2023-01-17,Delivered
O002674,C00353,2023-01-16,Delivered
O000972,C00338,2023-01-16,Delivered
O000114,C00326,2023-01-15,Delivered
O002013,C00055,2023-01-15,Delivered
O002115,C00356,2023-01-14,Delivered
O000607,C00209,2023-01-14,Delivered
O000514,C00348,2023-01-14,Delivered
O000219,C00152,2023-01-14,Delivered
O001339,C00114,2023-01-14,Delivered
O002444,C00169,2023-01-13,Delivered
O000109,C00316,2023-01-12,Delivered
O001437,C00087,2023-01-12,Delivered
O002291,C00166,2023-01-11,Delivered
O000417,C00357,2023-01-11,Delivered
O000319,C00356,2023-01-10,Delivered
O002837,C00122,2023-01-10,Delivered
O002310,C00289,2023-01-09,Delivered
O000070,C00007,2023-01-09,Delivered
O002180,C00104,2023-01-09,Delivered
O001289,C00384,2023-01-08,Delivered
O001344,C00222,2023-01-08,Delivered
O002145,C00326,2023-01-08,Delivered
O000418,C00186,2023-01-08,Delivered
O002945,C00139,2023-01-07,Delivered
O000530,C00116,2023-01-07,Delivered
O000038,C00395,2023-01-06,Delivered
O000541,C00008,2023-01-06,Delivered
O001130,C00374,2023-01-05,Delivered
O000360,C00293,2023-01-05,Delivered
O001441,C00069,2023-01-05,Delivered
O001241,C00113,2023-01-04,Delivered
O001159,C00088,2023-01-04,Delivered
O002611,C00077,2023-01-03,Delivered
O001054,C00381,2023-01-03,Delivered
O001454,C00001,2023-01-03,Delivered
O002815,C00218,2023-01-03,Delivered
O001450,C00153,2023-01-01,Delivered
O002526,C00072,2023-01-01,Delivered
O002983,C00292,2023-01-01,Delivered
O001914,C00297,2023-01-01,Delivered
O000791,C00222,2023-01-01,Delivered
