payment_id,order_id,amount,method,payment_status,payment_date
PM000956,O000997,97713.55,COD,Success,2024-05-17
PM000957,O000998,22820.4,Debit Card,Success,2023-08-03
PM000958,O000999,1551.68,Net Banking,Success,2023-05-10
PM000959,O001000,58786.81,COD,Failed,2024-06-16
PM000960,O001001,23429.06,Credit Card,Success,2023-09-24
PM000961,O001002,91221.5,UPI,Success,2024-11-16
PM000962,O001003,49562.43,Credit Card,Success,2023-08-11
PM000963,O001004,59421.93,Wallet,Success,2023-04-14
PM000964,O001005,50224.03,Debit Card,Success,2023-07-28
PM000965,O001006,84561.66,Wallet,Refunded,2024-05-25
PM000966,O001007,14068.89,Wallet,Success,2023-04-26
PM000967,O001008,135327.24,Debit Card,Success,2024-02-11
PM000968,O001009,31298.95,Wallet,Success,2024-12-22
PM000969,O001010,7192.66,Net Banking,Success,2023-11-25
PM000970,O001011,27031.04,Net Banking,Refunded,2024-08-23
PM000971,O001012,29957.62,Net Banking,Success,2023-03-26
PM000972,O001013,6246.13,UPI,Pending,2024-12-04
PM000973,O001014,5362.48,Credit Card,Success,2023-05-13
PM000974,O001015,38108.52,Credit Card,Success,2024-06-25
PM000975,O001016,50199.09,Credit Card,Success,2024-10-28
PM000976,O001017,51488.04,UPI,Success,2023-05-18
PM000977,O001018,53388.43,UPI,Refunded,2024-11-01
PM000978,O001020,5599.57,Net Banking,Success,2023-06-09
PM000979,O001021,11330.17,Debit Card,Success,2024-05-05
PM000980,O001022,30916.26,Net Banking,Success,2023-01-23
PM000981,O001023,3591.51,Wallet,Success,2024-12-01
PM000982,O001024,77119.98,Credit Card,Success,2024-05-23
PM000983,O001025,57078.18,UPI,Success,2023-06-26
PM000984,O001026,26433.16,COD,Failed,2023-01-28
PM000985,O001027,14365.78,Net Banking,Success,2024-07-11
PM000986,O001028,60425.0,Credit Card,Success,2024-06-04
PM000987,O001029,38069.83,UPI,Success,2023-06-29
PM000988,O001030,126471.35,Wallet,Success,2023-07-23
PM000989,O001031,13433.93,UPI,Success,2023-09-30
PM000990,O001032,8832.15,Wallet,Success,2024-05-12
PM000991,O001033,35322.7,UPI,Success,2024-07-19
PM000992,O001034,159435.09,Wallet,Success,2024-09-15
PM000993,O001035,116400.62,Net Banking,Success,2024-02-29
PM000994,O001036,21004.16,Credit Card,Failed,2023-07-07
PM000995,O001037,68960.8,Debit Card,Success,2024-12-29
PM000996,O001038,44070.48,Credit Card,Success,2023-06-25
PM000997,O001039,101529.03,Wallet,Refunded,2023-03-27
PM000998,O001040,65512.5,Credit Card,Success,2024-06-04
PM000999,O001041,26622.03,UPI,Refunded,2024-06-03
PM001000,O001042,104358.73,COD,Success,2024-07-30
PM001001,O001043,38733.6,Wallet,Success,2024-05-03
PM001002,O001044,112210.39,Net Banking,Success,2023-04-26
PM001003,O001045,12839.4,Credit Card,Success,2023-04-20
PM001004,O001046,18324.25,UPI,Success,2024-10-17
PM001005,O001047,130665.5,Wallet,Success,2023-06-05
PM001006,O001048,121538.95,Debit Card,Success,2023-05-09
PM001007,O001049,11770.16,COD,Success,2024-06-23
PM001008,O001050,37012.35,Credit Card,Success,2024-08-23
PM001009,O001051,88684.65,COD,Success,2024-02-22
PM001010,O001052,116867.07,COD,Success,2023-11-06
PM001011,O001053,12934.3,UPI,Success,2024-05-10
PM001012,O001054,43254.1,Debit Card,Success,2023-01-03
PM001013,O001055,101465.31,Credit Card,Pending,2024-11-10
PM001014,O001057,34630.22,Wallet,Refunded,2023-08-21
PM001015,O001058,135295.28,Net Banking,Success,2024-05-12
PM001016,O001059,45422.02,UPI,Success,2024-11-29
PM001017,O001060,70485.91,Debit Card,Success,2023-12-15
PM001018,O001061,31231.64,Debit Card,Success,2023-09-22
PM001019,O001062,67544.96,Net Banking,Success,2023-12-09
PM001020,O001063,11773.84,COD,Success,2023-11-15
PM001021,O001064,33676.24,Wallet,Success,2023-10-15
PM001022,O001065,43167.49,COD,Refunded,2024-08-25
PM001023,O001066,80283.64,Net Banking,Failed,2024-03-30
PM001024,O001067,54196.63,Wallet,Success,2024-05-05
PM001025,O001068,38098.63,Debit Card,Success,2024-11-18
PM001026,O001069,12492.26,UPI,Success,2023-12-13
PM001027,O001070,10724.96,UPI,Success,2024-12-31
PM001028,O001071,42820.15,Net Banking,Failed,2023-07-31
PM001029,O001072,70348.6,UPI,Success,2023-06-23
PM001030,O001073,78040.18,Credit Card,Success,2024-09-13
PM001031,O001074,103722.53,Wallet,Success,2024-05-30
PM001032,O001075,30742.51,Debit Card,Refunded,2024-03-11
PM001033,O001076,79311.3,UPI,Refunded,2023-08-11
PM001034,O001077,26422.92,Net Banking,Success,2024-01-31
PM001035,O001078,19330.43,Credit Card,Success,2023-05-17
PM001036,O001079,11223.46,UPI,Success,2024-07-07
PM001037,O001080,104900.74,Credit Card,Success,2023-06-04
PM001038,O001081,25918.06,Debit Card,Success,2024-12-29
PM001039,O001082,6333.74,COD,Success,2023-01-17
PM001040,O001083,108162.32,UPI,Success,2024-09-03
PM001041,O001084,37886.84,Wallet,Success,2023-11-23
PM001042,O001086,3075.89,Net Banking,Success,2024-01-14
PM001043,O001087,51836.12,COD,Success,2024-03-22
PM001044,O001088,54965.44,Wallet,Success,2023-03-30
PM001045,O001089,24144.22,COD,Failed,2024-02-13
PM001046,O001090,95541.44,Wallet,Refunded,2024-03-05
PM001047,O001091,7255.75,Credit Card,Success,2024-06-16
PM001048,O001092,64788.76,UPI,Success,2024-03-15
PM001049,O001093,106136.03,Net Banking,Success,2024-01-25
PM001050,O001094,89642.83,Wallet,Success,2024-04-16
PM001051,O001095,83434.26,Wallet,Success,2024-03-22
PM001052,O001096,24709.88,UPI,Pending,2023-04-18
PM001053,O001097,36842.19,COD,Failed,2023-01-03
PM001054,O001098,52643.5,Debit Card,Success,2023-12-17
PM001055,O001099,67919.59,Debit Card,Success,2024-05-12
PM001056,O001100,14499.23,Wallet,Success,2024-01-18
PM001057,O001101,10494.08,Net Banking,Success,2024-09-17
PM001058,O001102,65083.66,Net Banking,Success,2023-03-24
PM001059,O001103,108838.44,Credit Card,Pending,2023-01-16
PM001060,O001104,27805.13,Debit Card,Success,2024-07-22
PM001061,O001105,5804.91,Credit Card,Success,2024-06-11
PM001062,O001106,71548.47,Credit Card,Success,2023-02-16
PM001063,O001107,94637.75,Debit Card,Success,2023-09-05
PM001064,O001108,95890.42,COD,Success,2024-05-30
PM001065,O001109,147841.43,Net Banking,Success,2024-12-22
PM001066,O001110,93276.47,Credit Card,Success,2023-11-29
PM001067,O001111,3487.41,COD,Success,2024-06-03
PM001068,O001112,42213.07,Credit Card,Success,2024-03-31
PM001069,O001113,113785.56,Credit Card,Refunded,2023-10-02
PM001070,O001114,9970.38,Credit Card,Success,2023-01-11
PM001071,O001115,117722.5,Credit Card,Success,2023-07-07
PM001072,O001116,12667.48,Credit Card,Success,2024-04-19
PM001073,O001117,77048.88,COD,Refunded,2023-02-19
PM001074,O001118,62094.07,Net Banking,Success,2023-08-08
PM001075,O001119,48915.01,Wallet,Success,2023-06-28
PM001076,O001120,73471.85,UPI,Failed,2023-01-14
PM001077,O001121,33063.14,Debit Card,Success,2024-05-03
PM001078,O001122,54505.92,Debit Card,Pending,2024-11-09
PM001079,O001123,66281.28,Credit Card,Success,2023-08-12
PM001080,O001124,77373.09,Net Banking,Success,2024-08-09
PM001081,O001125,56963.55,Wallet,Success,2023-12-31
PM001082,O001126,168702.32,Credit Card,Pending,2023-10-16
PM001083,O001127,85480.17,Debit Card,Success,2024-03-05
PM001084,O001128,1443.04,Credit Card,Success,2023-04-28
PM001085,O001129,15600.6,Credit Card,Success,2023-04-12
PM001086,O001130,24233.37,Debit Card,Success,2023-01-05
PM001087,O001131,4946.59,Debit Card,Success,2024-08-05
PM001088,O001132,51873.0,Credit Card,Success,2023-12-14
PM001089,O001133,49409.22,COD,Success,2024-06-04
PM001090,O001134,58424.56,COD,Success,2023-07-01
PM001091,O001135,52852.16,COD,Success,2023-10-12
PM001092,O001136,7245.98,UPI,Success,2024-08-14
PM001093,O001137,79111.16,Debit Card,Success,2023-10-11
PM001094,O001138,65430.19,Debit Card,Success,2024-02-21
PM001095,O001139,516.23,Credit Card,Success,2023-04-09
PM001096,O001140,9471.71,Credit Card,Success,2024-09-14
PM001097,O001141,37734.75,Wallet,Success,2024-07-08
PM001098,O001144,58850.8,UPI,Success,2024-12-02
PM001099,O001145,110499.15,Debit Card,Success,2023-07-14
PM001100,O001146,57051.0,Wallet,Success,2024-12-13
PM001101,O001147,49988.26,Wallet,Success,2024-10-16
PM001102,O001148,27482.72,COD,Success,2023-02-28
PM001103,O001149,87815.28,Wallet,Success,2024-01-10
PM001104,O001150,106448.14,Debit Card,Success,2023-09-03
PM001105,O001151,77029.64,Net Banking,Success,2023-11-10
PM001106,O001152,127483.43,Credit Card,Success,2023-05-20
PM001107,O001153,13406.2,Wallet,Success,2023-11-05
PM001108,O001154,57176.45,Credit Card,Success,2024-04-13
PM001109,O001155,9970.38,Wallet,Success,2023-05-05
PM001110,O001156,51915.29,Wallet,Success,2023-04-05
PM001111,O001157,67061.95,Wallet,Success,2024-10-28
PM001112,O001158,66265.08,Debit Card,Success,2023-06-01
PM001113,O001159,98557.13,Wallet,Success,2023-01-04
PM001114,O001160,14790.65,Net Banking,Success,2023-07-02
PM001115,O001161,56261.48,Wallet,Success,2023-05-07
PM001116,O001162,41512.67,COD,Failed,2024-12-27
PM001117,O001163,49051.96,Wallet,Success,2024-09-22
PM001118,O001164,81825.82,Net Banking,Success,2023-07-14
PM001119,O001165,15279.84,Debit Card,Success,2023-12-25
PM001120,O001166,22480.03,Debit Card,Success,2023-05-04
PM001121,O001167,71068.72,Credit Card,Success,2023-12-29
PM001122,O001168,29372.85,Wallet,Success,2024-11-13
PM001123,O001169,3607.6,Net Banking,Success,2024-12-08
PM001124,O001170,61804.55,Credit Card,Success,2023-12-21
PM001125,O001171,22859.38,Wallet,Pending,2023-12-12
PM001126,O001172,70348.6,Credit Card,Success,2023-11-19
PM001127,O001173,96933.27,Wallet,Success,2024-11-06
PM001128,O001174,1265.44,UPI,Success,2023-10-11
PM001129,O001175,100689.34,Net Banking,Success,2023-03-10
PM001130,O001176,6288.02,UPI,Success,2024-08-29
PM001131,O001177,128316.26,Debit Card,Success,2023-06-12
PM001132,O001178,91981.22,UPI,Success,2024-02-18
PM001133,O001179,83056.11,Debit Card,Success,2024-02-03
PM001134,O001180,23412.07,Net Banking,Success,2023-04-04
PM001135,O001181,108745.76,Net Banking,Success,2023-12-24
PM001136,O001182,39437.98,Net Banking,Success,2024-02-10
PM001137,O001183,120972.21,Debit Card,Success,2024-03-12
PM001138,O001184,85688.23,Wallet,Refunded,2023-07-10
PM001139,O001185,76800.6,Net Banking,Refunded,2024-11-21
PM001140,O001186,85830.56,Net Banking,Success,2024-11-04
PM001141,O001187,30990.07,Wallet,Success,2024-09-18
PM001142,O001188,10947.96,Credit Card,Success,2023-10-04
PM001143,O001189,45782.61,Debit Card,Success,2023-08-12
PM001144,O001191,103123.27,Wallet,Success,2023-02-08
PM001145,O001192,146213.85,UPI,Success,2023-04-20
PM001146,O001193,53143.65,Wallet,Success,2024-08-10
PM001147,O001195,23540.32,COD,Success,2023-07-19
PM001148,O001196,54492.5,Wallet,Success,2024-08-16
PM001149,O001197,57533.32,Credit Card,Success,2023-11-18
PM001150,O001198,45035.45,Debit Card,Pending,2023-03-07
PM001151,O001199,72705.7,UPI,Success,2024-09-16
PM001152,O001200,11609.82,UPI,Success,2023-05-20
PM001153,O001201,112268.69,UPI,Pending,2023-01-23
PM001154,O001202,9120.27,UPI,Success,2024-09-16
PM001155,O001203,71907.38,Debit Card,Success,2023-02-27
PM001156,O001204,57996.92,UPI,Failed,2023-10-31
PM001157,O001205,69626.85,UPI,Success,2024-11-08
PM001158,O001206,35321.52,COD,Success,2024-02-28
PM001159,O001207,33349.68,UPI,Success,2024-07-03
PM001160,O001209,28969.0,Debit Card,Success,2023-07-10
PM001161,O001210,15594.5,Debit Card,Success,2023-08-30
PM001162,O001211,14652.45,UPI,Success,2023-10-26
PM001163,O001213,49517.44,Debit Card,Success,2024-04-10
PM001164,O001214,27686.4,Net Banking,Success,2024-01-27
PM001165,O001215,91521.48,Debit Card,Success,2023-10-24
PM001166,O001216,105578.37,UPI,Success,2024-06-03
PM001167,O001217,69339.92,UPI,Success,2024-11-04
PM001168,O001218,25229.62,Credit Card,Failed,2024-08-03
PM001169,O001219,39678.82,UPI,Success,2023-04-30
PM001170,O001220,11064.35,COD,Success,2023-09-08
PM001171,O001221,45726.39,Net Banking,Success,2024-10-23
PM001172,O001222,17292.52,Debit Card,Success,2024-12-22
PM001173,O001223,34484.18,Wallet,Failed,2023-10-31
PM001174,O001224,60968.52,Debit Card,Success,2023-03-01
PM001175,O001225,56081.37,Wallet,Success,2024-05-24
PM001176,O001226,71493.09,UPI,Success,2024-03-22
PM001177,O001228,75442.8,Wallet,Success,2023-04-24
PM001178,O001229,45089.51,Debit Card,Success,2024-02-10
PM001179,O001230,1551.68,Credit Card,Success,2024-12-06
PM001180,O001232,57817.95,Wallet,Success,2024-09-16
PM001181,O001233,52588.49,Net Banking,Success,2023-04-18
PM001182,O001234,64039.82,Credit Card,Failed,2024-09-15
PM001183,O001235,106275.74,UPI,Success,2024-06-25
PM001184,O001236,150730.93,COD,Success,2023-09-30
PM001185,O001237,110587.84,Credit Card,Success,2024-11-07
PM001186,O001238,31278.0,COD,Refunded,2023-06-24
PM001187,O001239,25083.89,Wallet,Failed,2024-09-23
PM001188,O001240,65267.48,UPI,Failed,2023-11-02
PM001189,O001241,105111.4,COD,Success,2023-01-04
PM001190,O001242,136615.99,COD,Success,2024-05-31
PM001191,O001243,48161.65,COD,Success,2023-10-27
PM001192,O001244,56523.92,Wallet,Success,2023-05-02
PM001193,O001245,86385.09,Debit Card,Success,2023-03-04
PM001194,O001246,45792.08,COD,Failed,2023-12-04
PM001195,O001247,69846.03,Credit Card,Failed,2023-02-18
PM001196,O001248,35023.21,Credit Card,Success,2024-07-25
PM001197,O001249,39053.11,UPI,Success,2024-04-28
PM001198,O001250,65195.02,Wallet,Success,2023-09-16
PM001199,O001251,57962.7,Wallet,Success,2023-05-10
PM001200,O001252,110575.39,Net Banking,Failed,2024-11-06
PM001201,O001253,82870.05,COD,Success,2023-01-07
PM001202,O001254,39816.55,Debit Card,Success,2023-07-09
PM001203,O001255,26382.57,COD,Success,2023-09-10
PM001204,O001256,33131.88,Net Banking,Success,2023-04-14
PM001205,O001257,91521.93,UPI,Success,2024-04-10
PM001206,O001258,98280.8,Net Banking,Success,2023-11-04
PM001207,O001259,73382.67,Net Banking,Success,2024-12-05
PM001208,O001260,101049.33,UPI,Success,2024-07-24
PM001209,O001261,75435.15,Credit Card,Success,2023-08-20
PM001210,O001262,73131.31,COD,Success,2023-12-31
PM001211,O001263,99627.77,UPI,Success,2023-05-20
PM001212,O001264,91019.47,Credit Card,Success,2024-05-06
PM001213,O001265,80473.37,Debit Card,Success,2024-10-28
PM001214,O001266,71738.15,COD,Success,2024-05-17
PM001215,O001267,20988.16,Net Banking,Success,2023-03-15
PM001216,O001268,33803.41,Net Banking,Success,2023-07-12
PM001217,O001270,44845.99,Credit Card,Success,2024-07-03
PM001218,O001271,131594.5,Wallet,Success,2023-04-18
PM001219,O001272,66713.96,Wallet,Failed,2024-04-20
PM001220,O001273,31536.82,Wallet,Success,2023-05-18
PM001221,O001274,99934.16,COD,Success,2023-04-14
PM001222,O001275,133580.01,UPI,Failed,2024-02-16
PM001223,O001277,43975.1,Wallet,Success,2023-04-14
PM001224,O001279,109793.1,Wallet,Success,2024-11-30
PM001225,O001280,108322.83,Net Banking,Success,2023-07-13
PM001226,O001281,2064.92,Net Banking,Success,2024-08-29
PM001227,O001282,44847.91,Credit Card,Pending,2024-11-06
PM001228,O001283,61125.26,COD,Success,2023-11-24
PM001229,O001284,9471.71,UPI,Success,2024-10-19
PM001230,O001285,30725.68,Wallet,Refunded,2023-02-05
PM001231,O001286,53333.77,Wallet,Success,2024-03-29
PM001232,O001288,10616.91,Wallet,Success,2023-06-20
PM001233,O001289,66890.81,UPI,Success,2023-01-08
PM001234,O001290,6373.49,Credit Card,Success,2024-09-22
PM001235,O001291,94289.08,Credit Card,Success,2024-07-25
PM001236,O001292,5621.24,COD,Success,2023-07-09
PM001237,O001293,34114.55,Debit Card,Refunded,2023-11-09
PM001238,O001294,54492.5,Net Banking,Pending,2024-10-30
PM001239,O001295,38877.09,UPI,Success,2024-02-05
PM001240,O001296,16012.17,UPI,Failed,2023-11-17
PM001241,O001297,56278.88,Net Banking,Success,2024-09-22
PM001242,O001298,102496.57,UPI,Success,2023-04-22
PM001243,O001299,46783.5,COD,Success,2024-05-22
PM001244,O001300,92037.7,Net Banking,Success,2023-02-25
PM001245,O001301,1162.47,Wallet,Success,2023-07-05
PM001246,O001302,24541.98,Debit Card,Success,2024-04-01
PM001247,O001303,90510.94,Net Banking,Success,2023-12-28
PM001248,O001304,30887.35,UPI,Success,2024-08-21
PM001249,O001305,72555.66,UPI,Success,2023-06-24
PM001250,O001306,15455.92,Wallet,Success,2023-11-16
PM001251,O001307,88292.09,Net Banking,Success,2023-10-26
PM001252,O001308,15359.13,UPI,Refunded,2024-10-02
PM001253,O001309,35220.41,UPI,Success,2024-05-31
PM001254,O001310,387.92,Debit Card,Success,2023-06-01
PM001255,O001311,0.0,UPI,Success,2024-01-21
PM001256,O001312,8132.2,Wallet,Refunded,2024-08-08
PM001257,O001313,145755.6,Credit Card,Success,2024-10-04
PM001258,O001314,47169.5,COD,Success,2024-09-24
PM001259,O001315,20657.46,UPI,Pending,2024-02-02
PM001260,O001316,37963.07,UPI,Success,2023-04-09
PM001261,O001317,41540.42,COD,Success,2023-07-13
PM001262,O001318,82293.3,Net Banking,Success,2024-01-20
PM001263,O001319,63372.08,Credit Card,Success,2023-01-17
PM001264,O001320,1816.86,UPI,Pending,2023-01-02
PM001265,O001321,40669.86,Wallet,Success,2024-04-23
PM001266,O001322,52420.73,Debit Card,Success,2023-06-13
PM001267,O001323,80449.08,Net Banking,Success,2024-10-05
PM001268,O001324,44592.96,UPI,Success,2023-09-28
PM001269,O001325,84670.39,Wallet,Success,2024-08-04
PM001270,O001326,22520.2,UPI,Failed,2023-09-22
PM001271,O001327,48335.17,Credit Card,Success,2024-10-02
PM001272,O001328,24855.94,UPI,Success,2024-11-26
PM001273,O001329,49466.99,Debit Card,Pending,2023-12-26
PM001274,O001330,68706.8,Net Banking,Success,2023-03-03
PM001275,O001331,22127.21,UPI,Success,2024-05-09
PM001276,O001332,106501.85,Wallet,Success,2024-10-14
PM001277,O001333,58828.47,Debit Card,Success,2023-04-01
PM001278,O001334,83760.05,UPI,Success,2023-10-22
PM001279,O001335,10494.08,Net Banking,Success,2023-01-24
PM001280,O001336,33599.01,COD,Success,2023-04-04
PM001281,O001337,97746.2,COD,Success,2023-05-02
PM001282,O001338,3323.46,Net Banking,Success,2023-04-18
PM001283,O001339,148545.6,Wallet,Success,2023-01-14
PM001284,O001340,34800.35,Net Banking,Success,2023-12-30
PM001285,O001341,43025.89,Credit Card,Success,2023-12-15
PM001286,O001343,67654.84,Wallet,Success,2024-08-25
PM001287,O001344,60890.77,Credit Card,Success,2023-01-08
PM001288,O001346,47095.36,COD,Success,2024-01-27
PM001289,O001347,11410.2,Net Banking,Success,2023-03-09
PM001290,O001348,11609.82,Credit Card,Pending,2023-05-29
PM001291,O001349,44947.75,COD,Success,2024-06-19
PM001292,O001350,11770.16,Net Banking,Pending,2023-05-21
PM001293,O001351,46326.12,COD,Success,2023-03-18
PM001294,O001352,33136.01,Credit Card,Success,2024-07-17
PM001295,O001353,36803.04,Debit Card,Success,2024-05-25
PM001296,O001354,104169.89,UPI,Success,2023-12-04
PM001297,O001355,98169.3,COD,Success,2023-06-07
PM001298,O001356,5804.91,UPI,Success,2024-01-29
PM001299,O001357,116581.19,Debit Card,Success,2023-08-22
PM001300,O001358,50429.42,Credit Card,Success,2024-07-30
PM001301,O001359,78620.78,Credit Card,Success,2024-10-30
PM001302,O001360,105215.82,UPI,Success,2023-08-12
PM001303,O001361,9031.34,COD,Success,2024-01-15
PM001304,O001362,22964.6,Wallet,Success,2024-09-02
PM001305,O001363,20560.66,Net Banking,Success,2024-03-22
PM001306,O001364,14938.28,Wallet,Success,2023-07-04
PM001307,O001365,18251.91,Wallet,Success,2024-05-16
PM001308,O001367,17489.22,COD,Success,2023-08-01
PM001309,O001368,7810.47,Debit Card,Success,2023-07-08
PM001310,O001369,92525.73,Net Banking,Success,2023-01-20
PM001311,O001370,66889.38,Debit Card,Success,2024-01-21
PM001312,O001371,96210.15,Credit Card,Success,2024-07-06
PM001313,O001372,36550.11,Net Banking,Success,2024-09-10
PM001314,O001374,99157.99,COD,Success,2024-09-30
PM001315,O001375,74798.52,Net Banking,Refunded,2023-04-16
PM001316,O001376,79540.19,Debit Card,Success,2024-09-26
PM001317,O001377,31230.65,COD,Success,2023-06-21
PM001318,O001378,102948.5,Credit Card,Success,2023-12-12
PM001319,O001379,18020.51,Debit Card,Success,2024-02-08
PM001320,O001380,15141.88,Credit Card,Success,2023-02-28
PM001321,O001381,23547.68,Wallet,Success,2024-05-07
PM001322,O001382,5860.98,Wallet,Success,2024-10-18
PM001323,O001383,97250.22,Debit Card,Success,2023-03-19
PM001324,O001384,125091.97,COD,Success,2024-12-19
PM001325,O001385,3075.89,Credit Card,Success,2023-03-04
PM001326,O001386,95239.18,Net Banking,Success,2023-05-23
PM001327,O001388,31781.3,Debit Card,Success,2024-03-17
PM001328,O001389,37202.31,UPI,Success,2024-01-02
PM001329,O001390,57051.0,Debit Card,Refunded,2023-11-25
PM001330,O001391,119453.82,COD,Success,2023-05-09
PM001331,O001392,44898.84,UPI,Success,2023-04-19
PM001332,O001393,106878.43,UPI,Success,2023-06-16
PM001333,O001394,23428.06,COD,Success,2024-08-17
PM001334,O001395,35690.11,UPI,Success,2023-03-28
PM001335,O001396,516.23,Wallet,Success,2023-03-30
PM001336,O001397,77218.12,UPI,Success,2024-04-17
PM001337,O001398,68799.86,Wallet,Success,2023-11-30
PM001338,O001399,98450.49,Credit Card,Pending,2023-04-06
PM001339,O001400,86541.9,Debit Card,Success,2024-06-19
PM001340,O001401,101731.88,Credit Card,Success,2024-03-14
PM001341,O001402,109492.86,Debit Card,Success,2024-07-27
PM001342,O001403,100018.27,COD,Success,2023-06-19
PM001343,O001404,80416.35,COD,Success,2024-03-20
PM001344,O001405,16264.4,Net Banking,Success,2023-10-13
PM001345,O001406,170352.51,Credit Card,Pending,2023-09-26
PM001346,O001408,775.84,Debit Card,Success,2024-07-20
PM001347,O001409,163542.09,UPI,Failed,2023-06-20
PM001348,O001410,68373.9,Wallet,Success,2023-02-04
PM001349,O001411,25936.5,UPI,Success,2024-05-09
PM001350,O001412,45633.01,Net Banking,Failed,2024-03-06
PM001351,O001413,16480.34,UPI,Success,2024-05-29
PM001352,O001414,29992.18,Wallet,Success,2024-09-24
PM001353,O001415,10347.44,Wallet,Success,2024-04-11
PM001354,O001416,75507.04,Wallet,Success,2023-01-31
PM001355,O001417,76857.43,Net Banking,Success,2024-06-05
PM001356,O001418,49597.46,UPI,Success,2023-07-28
PM001357,O001419,18738.39,Net Banking,Success,2023-08-29
PM001358,O001420,69733.04,UPI,Failed,2024-09-17
PM001359,O001421,33572.68,Credit Card,Success,2023-08-26
PM001360,O001422,51527.1,Wallet,Success,2024-05-29
PM001361,O001423,83441.75,Wallet,Success,2023-02-23
PM001362,O001424,42458.9,Wallet,Success,2023-02-17
PM001363,O001425,81261.51,Debit Card,Success,2024-04-10
PM001364,O001426,86984.41,Wallet,Success,2024-11-07
PM001365,O001427,3514.12,Net Banking,Success,2024-08-29
PM001366,O001428,30592.93,Net Banking,Success,2023-05-17
PM001367,O001429,54285.84,Net Banking,Success,2023-11-30
PM001368,O001430,36278.75,Debit Card,Success,2023-01-20
PM001369,O001431,14864.0,Debit Card,Success,2024-04-07
PM001370,O001432,41695.47,UPI,Failed,2024-04-04
PM001371,O001433,18650.65,Debit Card,Success,2023-08-16
PM001372,O001434,42250.66,Credit Card,Pending,2024-07-13
PM001373,O001435,21737.94,COD,Success,2024-02-17
PM001374,O001436,42526.28,Credit Card,Success,2024-05-11
PM001375,O001437,78868.99,COD,Success,2023-01-12
PM001376,O001438,100399.88,Debit Card,Success,2024-11-04
PM001377,O001439,29475.65,Debit Card,Refunded,2024-09-17
PM001378,O001440,8913.32,UPI,Success,2023-04-08
PM001379,O001441,40301.79,Credit Card,Success,2023-01-05
PM001380,O001442,17414.73,UPI,Success,2023-08-21
PM001381,O001443,95516.19,Credit Card,Success,2024-06-12
PM001382,O001444,113383.48,Wallet,Success,2023-08-28
PM001383,O001445,13293.84,Credit Card,Success,2024-07-12
PM001384,O001446,50770.92,Net Banking,Success,2024-10-05
PM001385,O001447,93775.64,Net Banking,Success,2023-08-19
PM001386,O001448,5860.98,Wallet,Failed,2024-11-10
PM001387,O001450,73869.4,COD,Success,2023-01-01
PM001388,O001451,68485.06,COD,Success,2023-03-15
PM001389,O001452,26837.73,COD,Success,2023-12-27
PM001390,O001453,47975.58,Wallet,Success,2023-12-21
PM001391,O001454,63311.32,Credit Card,Success,2023-01-03
PM001392,O001455,23963.7,Debit Card,Success,2024-07-13
PM001393,O001456,65100.98,Debit Card,Success,2023-06-14
PM001394,O001457,28809.15,COD,Failed,2023-04-03
PM001395,O001458,18111.36,COD,Success,2024-09-11
PM001396,O001459,10963.7,UPI,Success,2024-09-11
PM001397,O001460,35645.38,Wallet,Success,2024-12-10
PM001398,O001461,39502.16,COD,Success,2023-04-13
PM001399,O001462,37778.36,Debit Card,Failed,2024-12-01
PM001400,O001463,82300.17,Debit Card,Pending,2023-03-23
PM001401,O001464,130901.39,COD,Success,2023-07-04
PM001402,O001465,44309.87,Debit Card,Success,2024-04-04
PM001403,O001466,129644.93,Debit Card,Success,2024-06-27
PM001404,O001467,3487.41,Debit Card,Success,2023-06-18
PM001405,O001468,56307.07,COD,Success,2023-09-26
PM001406,O001469,86233.52,Wallet,Success,2024-06-30
PM001407,O001470,17957.55,Debit Card,Failed,2024-07-24
PM001408,O001471,72387.56,Debit Card,Success,2023-05-04
PM001409,O001472,93863.35,Debit Card,Failed,2024-12-03
PM001410,O001473,53400.29,UPI,Success,2024-04-03
PM001411,O001474,27157.3,COD,Success,2024-11-26
PM001412,O001475,23570.85,Wallet,Success,2024-01-18
PM001413,O001476,60807.01,Wallet,Success,2024-01-20
PM001414,O001477,90655.62,Net Banking,Success,2024-10-14
PM001415,O001478,20476.94,Debit Card,Refunded,2024-07-26
PM001416,O001479,7760.58,Credit Card,Success,2024-12-11
PM001417,O001480,35361.56,UPI,Success,2024-10-19
PM001418,O001481,61344.92,Net Banking,Success,2024-11-29
PM001419,O001482,54881.99,COD,Success,2024-10-30
PM001420,O001483,27997.85,UPI,Failed,2024-12-03
PM001421,O001484,16125.16,UPI,Success,2023-06-29
PM001422,O001485,57730.74,Net Banking,Failed,2023-03-28
PM001423,O001486,46856.12,COD,Success,2024-12-07
PM001424,O001487,54318.88,Debit Card,Success,2023-08-07
PM001425,O001488,91523.04,Credit Card,Pending,2024-02-29
PM001426,O001489,7907.2,UPI,Success,2024-09-30
PM001427,O001490,63642.31,Wallet,Success,2023-02-24
PM001428,O001491,112814.26,Wallet,Success,2023-06-13
PM001429,O001492,82232.35,Wallet,Success,2023-10-01
PM001430,O001493,95673.3,Wallet,Success,2023-10-12
PM001431,O001494,154613.56,Net Banking,Success,2023-10-31
PM001432,O001495,7519.88,COD,Success,2024-11-07
PM001433,O001496,106943.84,COD,Refunded,2024-03-23
