order_id,customer_id,order_date,status,delivery_date,is_delivery_date_corrected,delivery_days
O000945,C00280,2024-09-14,Cancelled,,False,
O000946,C00221,2023-02-23,Delivered,2023-03-03,False,8.0
O000947,C00205,2024-07-21,Delivered,2024-07-25,False,4.0
O000948,C00191,2023-08-06,Delivered,2023-08-08,False,2.0
O000949,C00194,2023-10-24,Delivered,2023-11-01,False,8.0
O000950,C00320,2024-10-01,Cancelled,,False,
O000951,C00238,2024-01-10,Delivered,2024-01-14,False,4.0
O000952,C00230,2024-08-06,Delivered,2024-08-09,False,3.0
O000953,C00348,2024-03-16,Delivered,2024-03-17,False,1.0
O000954,C00148,2023-05-01,Delivered,2023-05-02,False,1.0
O000955,C00257,2023-11-30,Cancelled,,False,
O000956,C00373,2024-02-22,Returned,2024-03-03,False,10.0
O000957,C00298,2023-04-06,Delivered,2023-04-13,False,7.0
O000958,C00193,2023-05-30,Cancelled,,False,
O000959,C00047,2023-11-15,Delivered,2023-11-16,False,1.0
O000960,C00108,2024-02-03,Returned,2024-02-12,False,9.0
O000961,C00289,2023-01-27,Returned,2023-01-28,False,1.0
O000962,C00287,2024-06-18,Cancelled,,False,
O000963,C00018,2023-03-01,Cancelled,,False,
O000964,C00091,2023-06-14,Delivered,2023-06-19,False,5.0
O000965,C00249,2023-07-27,Cancelled,,False,
O000966,C00257,2024-03-08,Cancelled,,False,
O000967,C00247,2024-11-14,Delivered,2024-11-15,False,1.0
O000968,C00154,2023-04-07,Delivered,2023-04-11,False,4.0
O000969,C00249,2023-07-11,Placed,,False,
O000970,C00023,2024-12-04,Delivered,2024-12-08,False,4.0
O000971,C00144,2023-08-23,Delivered,2023-08-24,False,1.0
O000972,C00338,2023-01-16,Delivered,2023-01-19,False,3.0
O000973,C00333,2024-11-26,Placed,,False,
O000974,C00242,2024-02-12,Delivered,2024-02-21,False,9.0
O000975,C00136,2023-12-05,Returned,2023-12-09,False,4.0
O000976,C00283,2024-06-08,Delivered,2024-06-13,False,5.0
O000977,C00229,2024-11-03,Placed,,False,
O000978,C00042,2023-06-03,Delivered,2023-06-11,False,8.0
O000979,C00149,2023-02-09,Delivered,2023-02-10,False,1.0
O000980,C00372,2024-01-05,Delivered,2024-01-13,False,8.0
O000981,C00042,2023-06-30,Cancelled,,False,
O000982,C00146,2024-09-18,Shipped,,False,
O000983,C00207,2023-07-19,Returned,2023-07-21,False,2.0
O000984,C00005,2023-07-02,Delivered,2023-07-05,False,3.0
O000985,C00312,2023-04-15,Cancelled,,False,
O000986,C00227,2024-10-23,Delivered,2024-11-01,False,9.0
O000987,C00295,2024-11-22,Cancelled,,False,
O000988,C00201,2024-02-08,Placed,,False,
O000989,C00213,2023-06-27,Delivered,2023-07-04,False,7.0
O000990,C00107,2023-02-16,Returned,2023-02-19,False,3.0
O000991,C00125,2023-07-01,Delivered,2023-07-03,False,2.0
O000992,C00264,2023-12-23,Shipped,,False,
O000993,C00161,2023-12-12,Delivered,2023-12-17,False,5.0
O000994,C00209,2023-05-12,Returned,2023-05-14,False,2.0
O000995,C00367,2023-03-16,Shipped,,False,
O000996,C00015,2023-08-02,Delivered,2023-08-11,False,9.0
O000997,C00174,2024-05-17,Delivered,2024-05-21,False,4.0
O000998,C00326,2023-08-03,Delivered,2023-08-06,False,3.0
O000999,C00013,2023-05-10,Delivered,2023-05-11,False,1.0
O001000,C00199,2024-06-16,Delivered,2024-06-20,False,4.0
O001001,C00165,2023-09-24,Delivered,2023-09-27,False,3.0
O001002,C00160,2024-11-16,Delivered,2024-11-20,False,4.0
O001003,C00392,2023-08-11,Delivered,2023-08-12,False,1.0
O001004,C00249,2023-04-14,Delivered,2023-04-24,False,10.0
O001005,C00229,2023-07-28,Delivered,2023-08-04,False,7.0
O001006,C00288,2024-05-25,Delivered,2024-06-04,False,10.0
O001007,C00211,2023-04-26,Delivered,2023-05-02,False,6.0
O001008,C00259,2024-02-11,Delivered,2024-02-16,False,5.0
O001009,C00370,2024-12-22,Delivered,2024-12-26,False,4.0
O001010,C00279,2023-11-25,Delivered,2023-11-28,False,3.0
O001011,C00066,2024-08-23,Delivered,2024-08-31,False,8.0
O001012,C00189,2023-03-26,Delivered,2023-04-05,False,10.0
O001013,C00378,2024-12-04,Delivered,2024-12-07,False,3.0
O001014,C00216,2023-05-13,Placed,,False,
O001015,C00203,2024-06-25,Returned,2024-06-26,False,1.0
O001016,C00274,2024-10-28,Delivered,2024-10-31,False,3.0
O001017,C00014,2023-05-18,Delivered,2023-05-19,False,1.0
O001018,C00194,2024-11-01,Cancelled,,False,
O001019,C00378,2023-05-26,Shipped,,False,
O001020,C00247,2023-06-09,Shipped,,False,
O001021,C00123,2024-05-05,Delivered,2024-05-08,False,3.0
O001022,C00099,2023-01-23,Shipped,,False,
O001023,C00158,2024-12-01,Delivered,2024-12-06,False,5.0
O001024,C00118,2024-05-23,Cancelled,,False,
O001025,C00340,2023-06-26,Delivered,2023-06-29,False,3.0
O001026,C00265,2023-01-28,Delivered,2023-02-02,False,5.0
O001027,C00395,2024-07-11,Delivered,2024-07-17,False,6.0
O001028,C00302,2024-06-04,Delivered,2024-06-12,False,8.0
O001029,C00076,2023-06-29,Delivered,2023-07-02,False,3.0
O001030,C00173,2023-07-23,Delivered,2023-07-28,False,5.0
O001031,C00141,2023-09-30,Delivered,2023-10-10,False,10.0
O001032,C00093,2024-05-12,Shipped,,False,
O001033,C00040,2024-07-19,Cancelled,,False,
O001034,C00283,2024-09-15,Placed,,False,
O001035,C00295,2024-02-29,Delivered,2024-03-02,False,2.0
O001036,C00032,2023-07-07,Delivered,2023-07-17,False,10.0
O001037,C00078,2024-12-29,Shipped,,False,
O001038,C00229,2023-06-25,Placed,,False,
O001039,C00275,2023-03-27,Delivered,2023-04-06,False,10.0
O001040,C00203,2024-06-04,Cancelled,,False,
O001041,C00090,2024-06-03,Delivered,2024-06-04,False,1.0
O001042,C00111,2024-07-30,Delivered,2024-08-01,False,2.0
O001043,C00102,2024-05-03,Placed,,False,
O001044,C00334,2023-04-26,Delivered,2023-05-05,False,9.0
O001045,C00125,2023-04-20,Delivered,2023-04-27,False,7.0
O001046,C00387,2024-10-17,Cancelled,,False,
O001047,C00116,2023-06-05,Delivered,2023-06-07,False,2.0
O001048,C00275,2023-05-09,Delivered,2023-05-13,False,4.0
O001049,C00307,2024-06-23,Delivered,2024-07-03,False,10.0
O001050,C00030,2024-08-23,Delivered,2024-09-02,False,10.0
O001051,C00145,2024-02-22,Delivered,2024-02-23,False,1.0
O001052,C00214,2023-11-06,Shipped,,False,
O001053,C00317,2024-05-10,Delivered,2024-05-20,False,10.0
O001054,C00381,2023-01-03,Delivered,2023-01-05,False,2.0
O001055,C00041,2024-11-10,Delivered,2024-11-20,False,10.0
O001056,C00128,2023-04-24,Delivered,2023-04-27,False,3.0
O001057,C00329,2023-08-21,Delivered,2023-08-28,False,7.0
O001058,C00111,2024-05-12,Placed,,False,
O001059,C00164,2024-11-29,Delivered,2024-12-08,False,9.0
O001060,C00398,2023-12-15,Cancelled,,False,
O001061,C00312,2023-09-22,Cancelled,,False,
O001062,C00105,2023-12-09,Delivered,,True,
O001063,C00001,2023-11-15,Shipped,,False,
O001064,C00051,2023-10-15,Placed,,False,
O001065,C00001,2024-08-25,Returned,2024-09-02,False,8.0
O001066,C00296,2024-03-30,Returned,2024-04-02,False,3.0
O001067,C00383,2024-05-05,Shipped,,False,
O001068,C00065,2024-11-18,Delivered,2024-11-24,False,6.0
O001069,C00088,2023-12-13,Cancelled,,False,
O001070,C00277,2024-12-31,Delivered,2025-01-08,False,8.0
O001071,C00280,2023-07-31,Delivered,2023-08-03,False,3.0
O001072,C00335,2023-06-23,Cancelled,,False,
O001073,C00078,2024-09-13,Returned,2024-09-18,False,5.0
O001074,C00275,2024-05-30,Delivered,2024-06-05,False,6.0
O001075,C00078,2024-03-11,Returned,2024-03-16,False,5.0
O001076,C00169,2023-08-11,Delivered,2023-08-12,False,1.0
O001077,C00062,2024-01-31,Delivered,2024-02-10,False,10.0
O001078,C00387,2023-05-17,Shipped,,False,
O001079,C00293,2024-07-07,Delivered,2024-07-11,False,4.0
O001080,C00258,2023-06-04,Returned,2023-06-12,False,8.0
O001081,C00128,2024-12-29,Delivered,2025-01-01,False,3.0
O001082,C00343,2023-01-17,Delivered,2023-01-24,False,7.0
O001083,C00105,2024-09-03,Cancelled,,False,
O001084,C00285,2023-11-23,Shipped,,False,
O001085,C00077,2024-07-17,Shipped,,False,
O001086,C00343,2024-01-14,Returned,2024-01-24,False,10.0
O001087,C00191,2024-03-22,Returned,2024-03-29,False,7.0
O001088,C00354,2023-03-30,Delivered,2023-04-03,False,4.0
O001089,C00303,2024-02-13,Cancelled,,False,
O001090,C00196,2024-03-05,Shipped,,False,
O001091,C00239,2024-06-16,Delivered,2024-06-24,False,8.0
O001092,C00099,2024-03-15,Delivered,2024-03-25,False,10.0
O001093,C00368,2024-01-25,Delivered,2024-02-04,False,10.0
O001094,C00378,2024-04-16,Delivered,2024-04-19,False,3.0
O001095,C00350,2024-03-22,Shipped,,False,
O001096,C00071,2023-04-18,Delivered,2023-04-26,False,8.0
O001097,C00253,2023-01-03,Shipped,,False,
O001098,C00143,2023-12-17,Delivered,2023-12-21,False,4.0
O001099,C00024,2024-05-12,Delivered,2024-05-21,False,9.0
O001100,C00047,2024-01-18,Delivered,2024-01-27,False,9.0
O001101,C00202,2024-09-17,Cancelled,,False,
O001102,C00012,2023-03-24,Delivered,2023-04-01,False,8.0
O001103,C00057,2023-01-16,Returned,2023-01-18,False,2.0
O001104,C00109,2024-07-22,Shipped,,False,
O001105,C00370,2024-06-11,Returned,2024-06-16,False,5.0
O001106,C00173,2023-02-16,Delivered,2023-02-26,False,10.0
O001107,C00100,2023-09-05,Cancelled,,False,
O001108,C00042,2024-05-30,Delivered,2024-06-05,False,6.0
O001109,C00339,2024-12-22,Delivered,2024-12-28,False,6.0
O001110,C00264,2023-11-29,Placed,,False,
O001111,C00166,2024-06-03,Placed,,False,
O001112,C00143,2024-03-31,Placed,,False,
O001113,C00243,2023-10-02,Delivered,2023-10-04,False,2.0
O001114,C00068,2023-01-11,Cancelled,,False,
O001115,C00244,2023-07-07,Returned,2023-07-17,False,10.0
O001116,C00044,2024-04-19,Delivered,2024-04-29,False,10.0
O001117,C00194,2023-02-19,Returned,2023-03-01,False,10.0
O001118,C00114,2023-08-08,Placed,,False,
O001119,C00041,2023-06-28,Delivered,2023-07-02,False,4.0
O001120,C00288,2023-01-14,Placed,,False,
O001121,C00072,2024-05-03,Placed,,False,
O001122,C00085,2024-11-09,Delivered,2024-11-19,False,10.0
O001123,C00220,2023-08-12,Delivered,2023-08-14,False,2.0
O001124,C00203,2024-08-09,Shipped,,False,
O001125,C00191,2023-12-31,Placed,,False,
O001126,C00080,2023-10-16,Returned,2023-10-24,False,8.0
O001127,C00332,2024-03-05,Delivered,2024-03-08,False,3.0
O001128,C00356,2023-04-28,Cancelled,,False,
O001129,C00321,2023-04-12,Delivered,2023-04-15,False,3.0
O001130,C00374,2023-01-05,Delivered,2023-01-07,False,2.0
O001131,C00306,2024-08-05,Delivered,2024-08-07,False,2.0
O001132,C00047,2023-12-14,Delivered,2023-12-24,False,10.0
O001133,C00027,2024-06-04,Delivered,2024-06-10,False,6.0
O001134,C00263,2023-07-01,Shipped,,False,
O001135,C00024,2023-10-12,Delivered,2023-10-16,False,4.0
O001136,C00273,2024-08-14,Delivered,2024-08-17,False,3.0
O001137,C00128,2023-10-11,Shipped,,False,
O001138,C00091,2024-02-21,Delivered,2024-02-27,False,6.0
O001139,C00025,2023-04-09,Delivered,2023-04-10,False,1.0
O001140,C00261,2024-09-14,Cancelled,,False,
O001141,C00317,2024-07-08,Placed,,False,
O001142,C00364,2024-05-13,Delivered,2024-05-22,False,9.0
O001143,C00068,2023-11-07,Delivered,2023-11-12,False,5.0
O001144,C00302,2024-12-02,Delivered,2024-12-12,False,10.0
O001145,C00006,2023-07-14,Cancelled,,False,
O001146,C00239,2024-12-13,Delivered,2024-12-22,False,9.0
O001147,C00338,2024-10-16,Delivered,2024-10-18,False,2.0
O001148,C00180,2023-02-28,Delivered,2023-03-05,False,5.0
O001149,C00161,2024-01-10,Delivered,2024-01-16,False,6.0
O001150,C00273,2023-09-03,Delivered,2023-09-08,False,5.0
O001151,C00255,2023-11-10,Placed,,False,
O001152,C00339,2023-05-20,Delivered,2023-05-22,False,2.0
O001153,C00073,2023-11-05,Cancelled,,False,
O001154,C00033,2024-04-13,Shipped,,False,
O001155,C00055,2023-05-05,Returned,2023-05-08,False,3.0
O001156,C00313,2023-04-05,Delivered,2023-04-10,False,5.0
O001157,C00057,2024-10-28,Placed,,False,
O001158,C00317,2023-06-01,Cancelled,,False,
O001159,C00088,2023-01-04,Delivered,2023-01-10,False,6.0
O001160,C00235,2023-07-02,Placed,,False,
O001161,C00310,2023-05-07,Delivered,2023-05-09,False,2.0
O001162,C00391,2024-12-27,Delivered,2024-12-28,False,1.0
O001163,C00171,2024-09-22,Cancelled,,False,
O001164,C00041,2023-07-14,Delivered,2023-07-20,False,6.0
O001165,C00132,2023-12-25,Delivered,2024-01-03,False,9.0
O001166,C00204,2023-05-04,Cancelled,,False,
O001167,C00303,2023-12-29,Cancelled,,False,
O001168,C00357,2024-11-13,Delivered,2024-11-18,False,5.0
O001169,C00213,2024-12-08,Shipped,,False,
O001170,C00277,2023-12-21,Returned,2023-12-31,False,10.0
O001171,C00255,2023-12-12,Delivered,2023-12-16,False,4.0
O001172,C00198,2023-11-19,Cancelled,,False,
O001173,C00121,2024-11-06,Shipped,,False,
O001174,C00055,2023-10-11,Placed,,False,
O001175,C00237,2023-03-10,Placed,,False,
O001176,C00164,2024-08-29,Delivered,2024-09-06,False,8.0
O001177,C00254,2023-06-12,Placed,,False,
O001178,C00169,2024-02-18,Delivered,2024-02-25,False,7.0
O001179,C00038,2024-02-03,Delivered,2024-02-13,False,10.0
O001180,C00316,2023-04-04,Delivered,2023-04-08,False,4.0
O001181,C00181,2023-12-24,Cancelled,,False,
O001182,C00252,2024-02-10,Delivered,2024-02-17,False,7.0
O001183,C00192,2024-03-12,Delivered,2024-03-13,False,1.0
O001184,C00041,2023-07-10,Delivered,2023-07-13,False,3.0
O001185,C00278,2024-11-21,Delivered,2024-11-23,False,2.0
O001186,C00278,2024-11-04,Shipped,,False,
O001187,C00063,2024-09-18,Delivered,2024-09-28,False,10.0
O001188,C00322,2023-10-04,Delivered,2023-10-13,False,9.0
O001189,C00172,2023-08-12,Delivered,2023-08-21,False,9.0
O001190,C00137,2024-05-05,Delivered,2024-05-14,False,9.0
O001191,C00253,2023-02-08,Placed,,False,
O001192,C00221,2023-04-20,Delivered,2023-04-28,False,8.0
O001193,C00134,2024-08-10,Shipped,,False,
O001194,C00342,2024-01-15,Cancelled,,False,
O001195,C00138,2023-07-19,Delivered,2023-07-23,False,4.0
O001196,C00358,2024-08-16,Delivered,2024-08-23,False,7.0
O001197,C00038,2023-11-18,Delivered,2023-11-28,False,10.0
O001198,C00314,2023-03-07,Delivered,2023-03-12,False,5.0
O001199,C00215,2024-09-16,Delivered,2024-09-24,False,8.0
O001200,C00220,2023-05-20,Shipped,,False,
O001201,C00117,2023-01-23,Shipped,,False,
O001202,C00172,2024-09-16,Delivered,2024-09-20,False,4.0
O001203,C00201,2023-02-27,Returned,2023-03-09,False,10.0
O001204,C00229,2023-10-31,Placed,,False,
O001205,C00018,2024-11-08,Delivered,2024-11-09,False,1.0
O001206,C00052,2024-02-28,Delivered,2024-03-02,False,3.0
O001207,C00067,2024-07-03,Shipped,,False,
O001208,C00025,2024-12-05,Delivered,2024-12-10,False,5.0
O001209,C00184,2023-07-10,Shipped,,False,
O001210,C00395,2023-08-30,Returned,2023-09-09,False,10.0
O001211,C00331,2023-10-26,Delivered,2023-11-05,False,10.0
O001212,C00337,2023-12-30,Delivered,2024-01-01,False,2.0
O001213,C00147,2024-04-10,Shipped,,False,
O001214,C00049,2024-01-27,Cancelled,,False,
O001215,C00341,2023-10-24,Delivered,2023-10-25,False,1.0
O001216,C00261,2024-06-03,Placed,,False,
O001217,C00234,2024-11-04,Shipped,,False,
O001218,C00296,2024-08-03,Placed,,False,
O001219,C00314,2023-04-30,Delivered,2023-05-07,False,7.0
O001220,C00032,2023-09-08,Delivered,2023-09-15,False,7.0
O001221,C00227,2024-10-23,Delivered,2024-10-27,False,4.0
O001222,C00349,2024-12-22,Placed,,False,
O001223,C00183,2023-10-31,Delivered,2023-11-06,False,6.0
O001224,C00062,2023-03-01,Delivered,2023-03-04,False,3.0
O001225,C00209,2024-05-24,Delivered,2024-05-30,False,6.0
O001226,C00348,2024-03-22,Shipped,,False,
O001227,C00331,2024-06-07,Delivered,2024-06-09,False,2.0
O001228,C00177,2023-04-24,Placed,,False,
O001229,C00040,2024-02-10,Cancelled,,False,
O001230,C00210,2024-12-06,Returned,2024-12-16,False,10.0
O001231,C00060,2024-03-18,Cancelled,,False,
O001232,C00399,2024-09-16,Delivered,2024-09-20,False,4.0
O001233,C00006,2023-04-18,Delivered,,True,
O001234,C00392,2024-09-15,Placed,,False,
O001235,C00013,2024-06-25,Delivered,2024-06-26,False,1.0
O001236,C00190,2023-09-30,Delivered,2023-10-08,False,8.0
O001237,C00391,2024-11-07,Shipped,,False,
O001238,C00260,2023-06-24,Cancelled,,False,
O001239,C00270,2024-09-23,Delivered,2024-09-26,False,3.0
O001240,C00294,2023-11-02,Delivered,2023-11-10,False,8.0
O001241,C00113,2023-01-04,Delivered,2023-01-12,False,8.0
O001242,C00153,2024-05-31,Shipped,,False,
O001243,C00111,2023-10-27,Delivered,,True,
O001244,C00249,2023-05-02,Shipped,,False,
O001245,C00316,2023-03-04,Cancelled,,False,
O001246,C00395,2023-12-04,Delivered,2023-12-13,False,9.0
O001247,C00121,2023-02-18,Shipped,,False,
O001248,C00226,2024-07-25,Delivered,2024-08-03,False,9.0
O001249,C00375,2024-04-28,Delivered,2024-04-29,False,1.0
O001250,C00205,2023-09-16,Delivered,2023-09-23,False,7.0
O001251,C00297,2023-05-10,Delivered,2023-05-20,False,10.0
O001252,C00058,2024-11-06,Delivered,2024-11-11,False,5.0
O001253,C00306,2023-01-07,Cancelled,,False,
O001254,C00237,2023-07-09,Returned,2023-07-13,False,4.0
O001255,C00275,2023-09-10,Delivered,2023-09-16,False,6.0
O001256,C00306,2023-04-14,Shipped,,False,
O001257,C00300,2024-04-10,Delivered,2024-04-16,False,6.0
O001258,C00327,2023-11-04,Delivered,2023-11-14,False,10.0
O001259,C00015,2024-12-05,Shipped,,False,
O001260,C00324,2024-07-24,Delivered,,True,
O001261,C00381,2023-08-20,Cancelled,,False,
O001262,C00222,2023-12-31,Delivered,2024-01-07,False,7.0
O001263,C00232,2023-05-20,Delivered,2023-05-27,False,7.0
O001264,C00377,2024-05-06,Delivered,2024-05-10,False,4.0
O001265,C00249,2024-10-28,Delivered,2024-11-06,False,9.0
O001266,C00312,2024-05-17,Delivered,2024-05-26,False,9.0
O001267,C00152,2023-03-15,Delivered,2023-03-24,False,9.0
O001268,C00229,2023-07-12,Delivered,2023-07-14,False,2.0
O001269,C00225,2024-03-11,Delivered,2024-03-20,False,9.0
O001270,C00254,2024-07-03,Delivered,2024-07-13,False,10.0
O001271,C00066,2023-04-18,Delivered,2023-04-21,False,3.0
O001272,C00010,2024-04-20,Delivered,2024-04-24,False,4.0
O001273,C00270,2023-05-18,Cancelled,,False,
O001274,C00330,2023-04-14,Delivered,2023-04-15,False,1.0
O001275,C00111,2024-02-16,Cancelled,,False,
O001276,C00234,2023-10-26,Delivered,2023-11-02,False,7.0
O001277,C00073,2023-04-14,Delivered,2023-04-24,False,10.0
O001278,C00158,2024-07-11,Delivered,2024-07-18,False,7.0
O001279,C00143,2024-11-30,Placed,,False,
O001280,C00136,2023-07-13,Delivered,2023-07-14,False,1.0
O001281,C00117,2024-08-29,Delivered,2024-09-08,False,10.0
O001282,C00337,2024-11-06,Delivered,2024-11-07,False,1.0
O001283,C00390,2023-11-24,Shipped,,False,
O001284,C00039,2024-10-19,Cancelled,,False,
O001285,C00390,2023-02-05,Delivered,2023-02-14,False,9.0
O001286,C00189,2024-03-29,Delivered,2024-04-02,False,4.0
O001287,C00392,2023-01-09,Placed,,False,
O001288,C00064,2023-06-20,Returned,2023-06-24,False,4.0
O001289,C00384,2023-01-08,Delivered,2023-01-16,False,8.0
O001290,C00005,2024-09-22,Placed,,False,
O001291,C00381,2024-07-25,Shipped,,False,
O001292,C00152,2023-07-09,Placed,,False,
O001293,C00115,2023-11-09,Delivered,2023-11-13,False,4.0
O001294,C00337,2024-10-30,Placed,,False,
O001295,C00019,2024-02-05,Delivered,2024-02-09,False,4.0
O001296,C00400,2023-11-17,Placed,,False,
O001297,C00213,2024-09-22,Placed,,False,
O001298,C00159,2023-04-22,Delivered,2023-04-23,False,1.0
O001299,C00030,2024-05-22,Delivered,2024-05-24,False,2.0
O001300,C00074,2023-02-25,Cancelled,,False,
O001301,C00131,2023-07-05,Cancelled,,False,
O001302,C00063,2024-04-01,Cancelled,,False,
O001303,C00393,2023-12-28,Placed,,False,
O001304,C00296,2024-08-21,Delivered,2024-08-24,False,3.0
O001305,C00199,2023-06-24,Delivered,2023-06-29,False,5.0
O001306,C00150,2023-11-16,Delivered,2023-11-20,False,4.0
O001307,C00023,2023-10-26,Cancelled,,False,
O001308,C00381,2024-10-02,Cancelled,,False,
O001309,C00266,2024-05-31,Shipped,,False,
O001310,C00304,2023-06-01,Delivered,2023-06-05,False,4.0
O001311,C00097,2024-01-21,Delivered,2024-01-28,False,7.0
O001312,C00361,2024-08-08,Returned,2024-08-15,False,7.0
O001313,C00307,2024-10-04,Cancelled,,False,
O001314,C00101,2024-09-24,Delivered,2024-09-30,False,6.0
O001315,C00094,2024-02-02,Placed,,False,
O001316,C00139,2023-04-09,Cancelled,,False,
O001317,C00092,2023-07-13,Delivered,2023-07-14,False,1.0
O001318,C00165,2024-01-20,Delivered,2024-01-30,False,10.0
O001319,C00021,2023-01-17,Delivered,2023-01-19,False,2.0
O001320,C00326,2023-01-02,Returned,2023-01-03,False,1.0
O001321,C00035,2024-04-23,Delivered,2024-04-27,False,4.0
O001322,C00336,2023-06-13,Placed,,False,
O001323,C00015,2024-10-05,Delivered,2024-10-11,False,6.0
O001324,C00291,2023-09-28,Delivered,2023-10-07,False,9.0
O001325,C00087,2024-08-04,Delivered,2024-08-07,False,3.0
O001326,C00047,2023-09-22,Delivered,2023-09-25,False,3.0
O001327,C00211,2024-10-02,Returned,2024-10-05,False,3.0
O001328,C00149,2024-11-26,Cancelled,,False,
O001329,C00359,2023-12-26,Returned,2023-12-31,False,5.0
O001330,C00157,2023-03-03,Shipped,,False,
O001331,C00151,2024-05-09,Returned,2024-05-14,False,5.0
O001332,C00142,2024-10-14,Cancelled,,False,
O001333,C00021,2023-04-01,Shipped,,False,
O001334,C00020,2023-10-22,Cancelled,,False,
O001335,C00238,2023-01-24,Delivered,2023-01-25,False,1.0
O001336,C00240,2023-04-04,Cancelled,,False,
O001337,C00069,2023-05-02,Placed,,False,
O001338,C00341,2023-04-18,Delivered,2023-04-28,False,10.0
O001339,C00114,2023-01-14,Delivered,2023-01-16,False,2.0
O001340,C00027,2023-12-30,Returned,2024-01-08,False,9.0
O001341,C00072,2023-12-15,Delivered,2023-12-16,False,1.0
O001342,C00241,2024-04-24,Delivered,2024-05-02,False,8.0
O001343,C00383,2024-08-25,Returned,2024-09-02,False,8.0
O001344,C00222,2023-01-08,Delivered,2023-01-17,False,9.0
O001345,C00095,2023-05-19,Cancelled,,False,
O001346,C00308,2024-01-27,Delivered,2024-02-03,False,7.0
O001347,C00221,2023-03-09,Delivered,2023-03-12,False,3.0
O001348,C00208,2023-05-29,Placed,,False,
O001349,C00386,2024-06-19,Cancelled,,False,
O001350,C00288,2023-05-21,Delivered,2023-05-23,False,2.0
O001351,C00182,2023-03-18,Delivered,2023-03-21,False,3.0
O001352,C00308,2024-07-17,Delivered,2024-07-21,False,4.0
O001353,C00339,2024-05-25,Delivered,2024-06-02,False,8.0
O001354,C00357,2023-12-04,Shipped,,False,
O001355,C00092,2023-06-07,Delivered,2023-06-13,False,6.0
O001356,C00130,2024-01-29,Delivered,2024-02-02,False,4.0
O001357,C00270,2023-08-22,Placed,,False,
O001358,C00123,2024-07-30,Delivered,2024-08-06,False,7.0
O001359,C00313,2024-10-30,Delivered,2024-11-03,False,4.0
O001360,C00253,2023-08-12,Delivered,2023-08-20,False,8.0
O001361,C00289,2024-01-15,Delivered,2024-01-16,False,1.0
O001362,C00014,2024-09-02,Delivered,2024-09-03,False,1.0
O001363,C00158,2024-03-22,Delivered,2024-03-26,False,4.0
O001364,C00225,2023-07-04,Delivered,2023-07-12,False,8.0
O001365,C00038,2024-05-16,Delivered,2024-05-18,False,2.0
O001366,C00040,2024-01-16,Delivered,2024-01-23,False,7.0
O001367,C00220,2023-08-01,Cancelled,,False,
O001368,C00298,2023-07-08,Delivered,2023-07-09,False,1.0
O001369,C00383,2023-01-20,Cancelled,,False,
O001370,C00122,2024-01-21,Shipped,,False,
O001371,C00119,2024-07-06,Returned,2024-07-12,False,6.0
O001372,C00060,2024-09-10,Delivered,2024-09-18,False,8.0
O001373,C00047,2024-07-30,Placed,,False,
O001374,C00064,2024-09-30,Delivered,2024-10-09,False,9.0
O001375,C00174,2023-04-16,Returned,2023-04-26,False,10.0
O001376,C00019,2024-09-26,Delivered,2024-09-27,False,1.0
O001377,C00080,2023-06-21,Delivered,2023-06-27,False,6.0
O001378,C00346,2023-12-12,Delivered,2023-12-13,False,1.0
O001379,C00016,2024-02-08,Delivered,2024-02-14,False,6.0
O001380,C00157,2023-02-28,Delivered,2023-03-07,False,7.0
O001381,C00247,2024-05-07,Delivered,2024-05-10,False,3.0
O001382,C00150,2024-10-18,Delivered,2024-10-24,False,6.0
O001383,C00313,2023-03-19,Placed,,False,
O001384,C00348,2024-12-19,Cancelled,,False,
O001385,C00390,2023-03-04,Shipped,,False,
O001386,C00211,2023-05-23,Delivered,2023-05-24,False,1.0
O001387,C00277,2023-04-06,Delivered,2023-04-11,False,5.0
O001388,C00395,2024-03-17,Delivered,2024-03-21,False,4.0
O001389,C00397,2024-01-02,Returned,2024-01-11,False,9.0
O001390,C00181,2023-11-25,Delivered,2023-12-02,False,7.0
O001391,C00003,2023-05-09,Delivered,2023-05-13,False,4.0
O001392,C00220,2023-04-19,Shipped,,False,
O001393,C00321,2023-06-16,Returned,,True,
O001394,C00262,2024-08-17,Delivered,2024-08-22,False,5.0
O001395,C00128,2023-03-28,Shipped,,False,
O001396,C00159,2023-03-30,Shipped,,False,
O001397,C00152,2024-04-17,Delivered,2024-04-22,False,5.0
O001398,C00279,2023-11-30,Delivered,2023-12-02,False,2.0
O001399,C00110,2023-04-06,Delivered,2023-04-08,False,2.0
O001400,C00359,2024-06-19,Delivered,2024-06-20,False,1.0
O001401,C00214,2024-03-14,Delivered,2024-03-16,False,2.0
O001402,C00314,2024-07-27,Delivered,2024-08-01,False,5.0
O001403,C00179,2023-06-19,Cancelled,,False,
O001404,C00056,2024-03-20,Placed,,False,
O001405,C00108,2023-10-13,Delivered,2023-10-14,False,1.0
O001406,C00184,2023-09-26,Placed,,False,
O001407,C00139,2024-07-09,Cancelled,,False,
O001408,C00319,2024-07-20,Delivered,2024-07-22,False,2.0
O001409,C00305,2023-06-20,Cancelled,,False,
O001410,C00126,2023-02-04,Cancelled,,False,
O001411,C00232,2024-05-09,Delivered,2024-05-16,False,7.0
O001412,C00240,2024-03-06,Cancelled,,False,
O001413,C00085,2024-05-29,Delivered,2024-05-30,False,1.0
O001414,C00337,2024-09-24,Delivered,2024-09-25,False,1.0
