order_id,customer_id,order_date,status,delivery_date,_ingested_at,_source_file
O001617,C00291,2024-02-21,Delivered,2024-02-24,2026-08-09T06:46:32.194049+00:00,orders.csv
O001618,C00393,2024-07-14,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001619,C00350,2024-01-23,Delivered,2024-02-01,2026-08-09T06:46:32.194049+00:00,orders.csv
O001620,C00115,2023-01-23,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001621,C00094,2024-03-23,Delivered,2024-03-30,2026-08-09T06:46:32.194049+00:00,orders.csv
O001622,C00210,2023-07-26,Delivered,2023-08-01,2026-08-09T06:46:32.194049+00:00,orders.csv
O001623,C00146,2023-06-17,delivered,2023-06-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O001624,C00138,2024-05-15,Delivered,2024-05-22,2026-08-09T06:46:32.194049+00:00,orders.csv
O001625,C00028,2023-11-11,Delivered,2023-11-18,2026-08-09T06:46:32.194049+00:00,orders.csv
O001626,C00219,2024-12-29,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001627,C00081,2023-05-15,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001628,C00082,2024-12-17,Delivered,2024-12-25,2026-08-09T06:46:32.194049+00:00,orders.csv
O001629,C00283,2024-06-26,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001630,C00242,2024-12-16,Delivered,2024-12-23,2026-08-09T06:46:32.194049+00:00,orders.csv
O001631,C00250,2023-01-28,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001632,C00307,2023-08-06,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001633,C00289,2024-10-17,Delivered,2024-10-24,2026-08-09T06:46:32.194049+00:00,orders.csv
O001634,C00262,2023-04-27,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001635,C00171,2023-02-21,Returned,2023-02-23,2026-08-09T06:46:32.194049+00:00,orders.csv
O001636,C00091,2023-08-10,Delivered,2023-08-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O001637,C00332,2023-03-07,Delivered,2023-03-13,2026-08-09T06:46:32.194049+00:00,orders.csv
O001638,C00049,2023-08-11,Delivered,2023-08-20,2026-08-09T06:46:32.194049+00:00,orders.csv
O001639,C00319,2024-06-12,Delivered,2024-06-20,2026-08-09T06:46:32.194049+00:00,orders.csv
O001640,C00215,2024-10-23,DELIVERED,2024-10-25,2026-08-09T06:46:32.194049+00:00,orders.csv
O001641,C00361,2023-07-26,SHIPPED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001642,C00050,2024-03-08,delivered,2024-03-12,2026-08-09T06:46:32.194049+00:00,orders.csv
O001643,C00158,2024-02-02,delivered,2024-02-08,2026-08-09T06:46:32.194049+00:00,orders.csv
O001644,C00150,2024-03-11,Delivered,2024-03-10,2026-08-09T06:46:32.194049+00:00,orders.csv
O001645,C00315,2024-04-18,Delivered,2024-04-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O001646,C00253,2024-06-14,Returned,2024-06-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O001647,C00174,2023-06-20,Delivered,2023-06-22,2026-08-09T06:46:32.194049+00:00,orders.csv
O001648,C00398,2023-03-26,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001649,C00310,2024-11-09,returned,2024-11-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O001650,C00374,2024-11-28,Delivered,2024-12-03,2026-08-09T06:46:32.194049+00:00,orders.csv
O001651,C00250,2023-06-15,Returned,2023-06-22,2026-08-09T06:46:32.194049+00:00,orders.csv
O001652,C00394,2023-09-22,Returned,2023-09-30,2026-08-09T06:46:32.194049+00:00,orders.csv
O001653,C00231,2023-02-08,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001654,C00215,2024-08-08,Delivered,2024-08-14,2026-08-09T06:46:32.194049+00:00,orders.csv
O001655,C00024,2024-09-06,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001656,C00028,2023-08-01,Returned,2023-08-04,2026-08-09T06:46:32.194049+00:00,orders.csv
O001657,C00211,2024-05-25,DELIVERED,2024-05-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O001658,C00152,2024-05-22,Delivered,2024-05-23,2026-08-09T06:46:32.194049+00:00,orders.csv
O001659,C00110,2023-07-25,PLACED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001660,C00194,2024-07-20,Delivered,2024-07-25,2026-08-09T06:46:32.194049+00:00,orders.csv
O001661,C00367,2023-12-10,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001662,C00206,2024-12-24,Delivered,2024-12-26,2026-08-09T06:46:32.194049+00:00,orders.csv
O001663,C00050,2024-08-08,Delivered,2024-08-13,2026-08-09T06:46:32.194049+00:00,orders.csv
O001664,C00257,2023-03-17,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001665,C00341,2024-09-11,Delivered,2024-09-14,2026-08-09T06:46:32.194049+00:00,orders.csv
O001666,C00334,2024-09-12,Delivered,2024-09-18,2026-08-09T06:46:32.194049+00:00,orders.csv
O001667,C00082,2023-04-11,Delivered,2023-04-14,2026-08-09T06:46:32.194049+00:00,orders.csv
O001668,C00180,2024-01-02,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001669,C00054,2024-03-21,Delivered,2024-03-22,2026-08-09T06:46:32.194049+00:00,orders.csv
O001670,C00228,2023-06-23,Delivered,2023-07-02,2026-08-09T06:46:32.194049+00:00,orders.csv
O001671,C00332,2023-11-22,delivered,2023-12-02,2026-08-09T06:46:32.194049+00:00,orders.csv
O001672,C00323,2023-01-26,placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001673,C00241,2024-02-01,Delivered,2024-02-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O001674,C00330,2024-06-29,placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001675,C00379,2024-06-19,Delivered,2024-06-25,2026-08-09T06:46:32.194049+00:00,orders.csv
O001676,C00181,2023-05-25,SHIPPED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001677,C00028,2024-02-16,DELIVERED,2024-02-19,2026-08-09T06:46:32.194049+00:00,orders.csv
O001678,C00321,2023-02-12,Delivered,2023-02-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O001679,C00163,2024-04-25,delivered,2024-05-03,2026-08-09T06:46:32.194049+00:00,orders.csv
O001680,C00372,2024-09-03,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001681,C00176,2023-03-09,Delivered,2023-03-18,2026-08-09T06:46:32.194049+00:00,orders.csv
O001682,C00146,2024-11-01,Returned,2024-11-08,2026-08-09T06:46:32.194049+00:00,orders.csv
O001683,C00372,2024-04-16,Delivered,2024-04-25,2026-08-09T06:46:32.194049+00:00,orders.csv
O001684,C00381,2024-03-16,Delivered,2024-03-17,2026-08-09T06:46:32.194049+00:00,orders.csv
O001685,C00252,2023-06-19,PLACED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001686,C00099,2023-11-19,Delivered,2023-11-20,2026-08-09T06:46:32.194049+00:00,orders.csv
O001687,C00215,2023-12-26,Delivered,2023-12-27,2026-08-09T06:46:32.194049+00:00,orders.csv
O001688,C00252,2024-09-02,Delivered,2024-09-06,2026-08-09T06:46:32.194049+00:00,orders.csv
O001689,C00066,2024-02-15,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001690,C00026,2023-08-17,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001691,C00393,2023-03-24,shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001692,C00219,2023-05-19,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001693,C00211,2023-06-20,delivered,2023-06-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O001694,C00366,2024-08-26,Returned,2024-08-30,2026-08-09T06:46:32.194049+00:00,orders.csv
O001695,C00116,2023-12-10,Delivered,2023-12-20,2026-08-09T06:46:32.194049+00:00,orders.csv
O001696,C00394,2023-08-09,Delivered,2023-08-18,2026-08-09T06:46:32.194049+00:00,orders.csv
O001697,C00199,2024-11-04,delivered,2024-11-14,2026-08-09T06:46:32.194049+00:00,orders.csv
O001698,C00398,2024-01-23,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001699,C00389,2023-10-20,Delivered,2023-10-29,2026-08-09T06:46:32.194049+00:00,orders.csv
O001700,C00281,2023-02-09,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001701,C00089,2023-12-14,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001702,C00263,2024-05-30,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001703,C00165,2024-03-29,Delivered,2024-04-06,2026-08-09T06:46:32.194049+00:00,orders.csv
O001704,C00235,2024-04-07,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001705,C00127,2023-11-22,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001706,C00361,2023-09-07,Delivered,2023-09-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O001707,C00091,2023-09-01,Delivered,2023-09-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O001708,C00238,2024-12-29,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001709,C00342,2024-11-11,delivered,2024-11-13,2026-08-09T06:46:32.194049+00:00,orders.csv
O001710,C00059,2023-06-23,DELIVERED,2023-06-25,2026-08-09T06:46:32.194049+00:00,orders.csv
O001711,C00387,2024-05-05,Delivered,2024-05-13,2026-08-09T06:46:32.194049+00:00,orders.csv
O001712,C00060,2023-04-13,Returned,2023-04-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O001713,C00102,2024-06-29,delivered,2024-06-30,2026-08-09T06:46:32.194049+00:00,orders.csv
O001714,C00025,2023-03-24,Delivered,2023-03-30,2026-08-09T06:46:32.194049+00:00,orders.csv
O001715,C00006,2024-03-14,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001716,C00077,2023-05-25,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001717,C00311,2024-03-27,shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001718,C00008,2023-08-11,Returned,2023-08-16,2026-08-09T06:46:32.194049+00:00,orders.csv
O001719,C00311,2023-06-30,Delivered,2023-07-01,2026-08-09T06:46:32.194049+00:00,orders.csv
O001720,C00226,2024-12-01,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001721,C00197,2023-09-26,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001722,C00215,2023-08-25,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001723,C00269,2023-05-29,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001724,C00256,2024-07-10,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001725,C00076,2024-10-29,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001726,C00141,2023-11-20,returned,2023-11-22,2026-08-09T06:46:32.194049+00:00,orders.csv
O001727,C00357,2023-08-05,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001728,C00096,2023-12-27,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001729,C00170,2024-06-22,Delivered,2024-06-23,2026-08-09T06:46:32.194049+00:00,orders.csv
O001730,C00012,2024-05-20,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001731,C00295,2023-09-05,Delivered,2023-09-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O001732,C00316,2023-02-27,delivered,2023-03-04,2026-08-09T06:46:32.194049+00:00,orders.csv
O001733,C00065,2023-06-06,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001734,C00131,2023-04-19,CANCELLED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001735,C00240,2024-12-24,delivered,2024-12-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O001736,C00089,2023-08-11,delivered,2023-08-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O001737,C00035,2024-10-06,CANCELLED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001738,C00309,2023-12-03,Returned,2023-12-10,2026-08-09T06:46:32.194049+00:00,orders.csv
O001739,C00048,2024-04-26,Returned,2024-05-04,2026-08-09T06:46:32.194049+00:00,orders.csv
O001740,C00179,2024-12-24,Delivered,2024-12-27,2026-08-09T06:46:32.194049+00:00,orders.csv
O001741,C00246,2023-07-09,Delivered,2023-07-10,2026-08-09T06:46:32.194049+00:00,orders.csv
O001742,C00321,2023-10-31,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001743,C00010,2024-01-12,Delivered,2024-01-19,2026-08-09T06:46:32.194049+00:00,orders.csv
O001744,C00194,2023-12-11,returned,2023-12-13,2026-08-09T06:46:32.194049+00:00,orders.csv
O001745,C00070,2023-05-18,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001746,C00247,2024-11-14,placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001747,C00311,2024-12-29,Delivered,2025-01-05,2026-08-09T06:46:32.194049+00:00,orders.csv
O001748,C00034,2023-04-06,Delivered,2023-04-10,2026-08-09T06:46:32.194049+00:00,orders.csv
O001749,C00063,2023-05-10,Delivered,2023-05-08,2026-08-09T06:46:32.194049+00:00,orders.csv
O001750,C00354,2024-11-21,Delivered,2024-11-25,2026-08-09T06:46:32.194049+00:00,orders.csv
O001751,C00324,2023-10-19,DELIVERED,2023-10-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O001752,C00028,2024-08-14,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001753,C00400,2024-03-08,Delivered,2024-03-10,2026-08-09T06:46:32.194049+00:00,orders.csv
O001754,C00377,2023-10-08,Delivered,2023-10-12,2026-08-09T06:46:32.194049+00:00,orders.csv
O001755,C00062,2024-09-17,DELIVERED,2024-09-25,2026-08-09T06:46:32.194049+00:00,orders.csv
O001756,C00281,2023-09-25,DELIVERED,2023-09-29,2026-08-09T06:46:32.194049+00:00,orders.csv
O001757,C00369,2023-11-30,delivered,2023-12-01,2026-08-09T06:46:32.194049+00:00,orders.csv
O001758,C00148,2024-03-21,delivered,2024-03-27,2026-08-09T06:46:32.194049+00:00,orders.csv
O001759,C00112,2024-12-25,Delivered,2024-12-31,2026-08-09T06:46:32.194049+00:00,orders.csv
O001760,C00098,2024-12-20,Delivered,2024-12-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O001761,C00235,2023-09-04,Delivered,2023-09-12,2026-08-09T06:46:32.194049+00:00,orders.csv
O001762,C00394,2023-09-13,Delivered,2023-09-20,2026-08-09T06:46:32.194049+00:00,orders.csv
O001763,C00045,2023-12-26,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001764,C00348,2024-03-25,Delivered,2024-03-27,2026-08-09T06:46:32.194049+00:00,orders.csv
O001765,C00338,2024-12-26,Delivered,2025-01-03,2026-08-09T06:46:32.194049+00:00,orders.csv
O001766,C00213,2023-09-17,Delivered,2023-09-27,2026-08-09T06:46:32.194049+00:00,orders.csv
O001767,C00320,2023-04-01,Delivered,2023-04-02,2026-08-09T06:46:32.194049+00:00,orders.csv
O001768,C00126,2023-06-27,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001769,C00026,2024-01-19,Delivered,2024-01-23,2026-08-09T06:46:32.194049+00:00,orders.csv
O001770,C00163,2024-05-02,Delivered,2024-05-07,2026-08-09T06:46:32.194049+00:00,orders.csv
O001771,C00292,2024-03-31,shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001772,C00214,2023-02-04,Delivered,2023-02-13,2026-08-09T06:46:32.194049+00:00,orders.csv
O001773,C00131,2023-07-04,cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001774,C00015,2023-03-03,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001775,C00306,2023-03-24,Delivered,2023-03-30,2026-08-09T06:46:32.194049+00:00,orders.csv
O001776,C00058,2024-02-23,delivered,2024-03-04,2026-08-09T06:46:32.194049+00:00,orders.csv
O001777,C00106,2024-06-23,Delivered,2024-06-26,2026-08-09T06:46:32.194049+00:00,orders.csv
O001778,C00314,2023-01-18,Delivered,2023-01-22,2026-08-09T06:46:32.194049+00:00,orders.csv
O001779,C00331,2023-11-11,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001780,C00399,2023-12-14,Delivered,2023-12-19,2026-08-09T06:46:32.194049+00:00,orders.csv
O001781,C00167,2023-04-16,Returned,2023-04-19,2026-08-09T06:46:32.194049+00:00,orders.csv
O001782,C00062,2024-11-29,Delivered,2024-12-07,2026-08-09T06:46:32.194049+00:00,orders.csv
O001783,C00096,2023-03-20,delivered,2023-03-29,2026-08-09T06:46:32.194049+00:00,orders.csv
O001784,C00129,2024-07-04,Delivered,2024-07-12,2026-08-09T06:46:32.194049+00:00,orders.csv
O001785,C00210,2024-01-20,Delivered,2024-01-22,2026-08-09T06:46:32.194049+00:00,orders.csv
O001786,C00352,2023-04-04,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001787,C00094,2024-01-30,Delivered,2024-02-02,2026-08-09T06:46:32.194049+00:00,orders.csv
O001788,C00332,2023-02-23,DELIVERED,2023-03-04,2026-08-09T06:46:32.194049+00:00,orders.csv
O001789,C00263,2023-03-06,shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001790,C00317,2024-02-22,Delivered,2024-02-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O001791,C00133,2024-09-03,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001792,C00216,2024-12-12,Returned,2024-12-22,2026-08-09T06:46:32.194049+00:00,orders.csv
O001793,C00158,2024-11-11,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001794,C00311,2024-09-25,Delivered,2024-09-26,2026-08-09T06:46:32.194049+00:00,orders.csv
O001795,C00234,2024-10-10,DELIVERED,2024-10-19,2026-08-09T06:46:32.194049+00:00,orders.csv
O001796,C00069,2023-02-17,Delivered,2023-02-22,2026-08-09T06:46:32.194049+00:00,orders.csv
O001797,C00392,2023-02-15,Delivered,2023-02-16,2026-08-09T06:46:32.194049+00:00,orders.csv
O001798,C00248,2023-01-30,Delivered,2023-01-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O001799,C00395,2024-08-16,delivered,2024-08-23,2026-08-09T06:46:32.194049+00:00,orders.csv
O001800,C00215,2024-05-18,Delivered,2024-05-25,2026-08-09T06:46:32.194049+00:00,orders.csv
O001801,C00087,2023-05-22,PLACED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001802,C00339,2024-11-12,CANCELLED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001803,C00361,2024-08-23,Delivered,2024-09-02,2026-08-09T06:46:32.194049+00:00,orders.csv
O001804,C00301,2023-02-18,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001805,C00148,2023-02-27,Delivered,2023-03-06,2026-08-09T06:46:32.194049+00:00,orders.csv
O001806,C00176,2024-01-25,DELIVERED,2024-01-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O001807,C00277,2023-09-09,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001808,C00209,2023-01-19,Returned,2023-01-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O001809,C00070,2023-07-25,Returned,2023-07-31,2026-08-09T06:46:32.194049+00:00,orders.csv
O001810,C00336,2024-12-03,Delivered,2024-12-12,2026-08-09T06:46:32.194049+00:00,orders.csv
O001811,C00255,2024-05-19,Delivered,2024-05-29,2026-08-09T06:46:32.194049+00:00,orders.csv
O001812,C00012,2023-09-01,CANCELLED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001813,C00281,2023-12-02,Delivered,2023-12-05,2026-08-09T06:46:32.194049+00:00,orders.csv
O001814,C00372,2024-09-06,Delivered,2024-09-07,2026-08-09T06:46:32.194049+00:00,orders.csv
O001815,C00245,2023-07-21,delivered,2023-07-25,2026-08-09T06:46:32.194049+00:00,orders.csv
O001816,C00192,2023-12-01,Delivered,2023-12-07,2026-08-09T06:46:32.194049+00:00,orders.csv
O001817,C00298,2024-02-17,Delivered,2024-02-18,2026-08-09T06:46:32.194049+00:00,orders.csv
O001818,C00082,2023-06-06,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001819,C00370,2024-10-26,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001820,C00282,2024-07-16,PLACED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001821,C00028,2024-05-07,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001822,C00005,2024-01-19,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001823,C00339,2024-09-26,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001824,C00356,2024-03-20,Delivered,2024-03-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O001825,C00264,2024-03-18,Delivered,2024-03-24,2026-08-09T06:46:32.194049+00:00,orders.csv
O001826,C00263,2024-05-13,Returned,2024-05-18,2026-08-09T06:46:32.194049+00:00,orders.csv
O001827,C00173,2024-10-20,Delivered,2024-10-25,2026-08-09T06:46:32.194049+00:00,orders.csv
O001828,C00088,2024-05-27,delivered,2024-06-01,2026-08-09T06:46:32.194049+00:00,orders.csv
O001829,C00084,2024-07-03,Returned,2024-07-04,2026-08-09T06:46:32.194049+00:00,orders.csv
O001830,C00319,2023-02-15,Delivered,2023-02-20,2026-08-09T06:46:32.194049+00:00,orders.csv
O001831,C00163,2023-08-07,Delivered,2023-08-06,2026-08-09T06:46:32.194049+00:00,orders.csv
O001832,C00380,2024-12-11,returned,2024-12-17,2026-08-09T06:46:32.194049+00:00,orders.csv
O001833,C00236,2024-01-17,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001834,C00041,2024-11-25,DELIVERED,2024-12-03,2026-08-09T06:46:32.194049+00:00,orders.csv
O001835,C00057,2023-04-11,cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001836,C00146,2023-07-22,Delivered,2023-07-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O001837,C00222,2023-07-18,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001838,C00230,2023-06-18,Delivered,2023-06-22,2026-08-09T06:46:32.194049+00:00,orders.csv
O001839,C00150,2024-06-16,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001840,C00362,2023-08-22,Delivered,2023-08-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O001841,C00198,2024-03-01,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001842,C00328,2023-04-17,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001843,C00158,2024-01-22,Returned,2024-01-31,2026-08-09T06:46:32.194049+00:00,orders.csv
O001844,C00383,2023-11-23,Returned,2023-11-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O001845,C00226,2024-12-05,Delivered,2024-12-11,2026-08-09T06:46:32.194049+00:00,orders.csv
O001846,C00109,2023-08-10,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001847,C00247,2023-09-25,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001848,C00202,2024-06-04,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001849,C00040,2023-08-31,Delivered,2023-08-29,2026-08-09T06:46:32.194049+00:00,orders.csv
O001850,C00232,2024-07-28,delivered,2024-08-07,2026-08-09T06:46:32.194049+00:00,orders.csv
O001851,C00076,2023-09-20,Delivered,2023-09-30,2026-08-09T06:46:32.194049+00:00,orders.csv
O001852,C00151,2024-12-27,Delivered,2024-12-30,2026-08-09T06:46:32.194049+00:00,orders.csv
O001853,C00263,2023-05-07,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001854,C00348,2024-08-16,delivered,2024-08-19,2026-08-09T06:46:32.194049+00:00,orders.csv
O001855,C00076,2023-01-04,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001856,C00339,2024-06-10,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001857,C00115,2024-11-29,delivered,2024-12-07,2026-08-09T06:46:32.194049+00:00,orders.csv
O001858,C00161,2023-12-20,PLACED,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001859,C00376,2024-06-09,Delivered,2024-06-08,2026-08-09T06:46:32.194049+00:00,orders.csv
O001860,C00140,2023-01-28,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001861,C00290,2024-07-07,Delivered,2024-07-17,2026-08-09T06:46:32.194049+00:00,orders.csv
O001862,C00319,2024-04-13,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001863,C00230,2023-11-29,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001864,C00320,2024-04-07,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001865,C00140,2024-03-25,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001866,C00328,2024-01-04,Delivered,2024-01-12,2026-08-09T06:46:32.194049+00:00,orders.csv
O001867,C00322,2024-04-29,Delivered,2024-05-04,2026-08-09T06:46:32.194049+00:00,orders.csv
O001868,C00201,2023-10-31,Delivered,2023-11-01,2026-08-09T06:46:32.194049+00:00,orders.csv
O001869,C00335,2024-01-25,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001870,C00099,2024-09-03,Returned,2024-09-10,2026-08-09T06:46:32.194049+00:00,orders.csv
O001871,C00398,2024-03-27,Delivered,2024-03-28,2026-08-09T06:46:32.194049+00:00,orders.csv
O001872,C00093,2023-07-08,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001873,C00065,2023-05-14,DELIVERED,2023-05-21,2026-08-09T06:46:32.194049+00:00,orders.csv
O001874,C00152,2023-08-09,Delivered,2023-08-14,2026-08-09T06:46:32.194049+00:00,orders.csv
O001875,C00224,2023-12-16,Delivered,2023-12-19,2026-08-09T06:46:32.194049+00:00,orders.csv
O001876,C00003,2023-02-19,Delivered,2023-02-24,2026-08-09T06:46:32.194049+00:00,orders.csv
O001877,C00268,2023-06-20,Delivered,2023-06-23,2026-08-09T06:46:32.194049+00:00,orders.csv
O001878,C00223,2023-11-06,Delivered,2023-11-14,2026-08-09T06:46:32.194049+00:00,orders.csv
O001879,C00247,2024-05-07,cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001880,C00097,2024-05-23,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001881,C00180,2024-08-14,DELIVERED,2024-08-18,2026-08-09T06:46:32.194049+00:00,orders.csv
O001882,C00134,2024-12-19,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001883,C00380,2024-01-05,Delivered,2024-01-12,2026-08-09T06:46:32.194049+00:00,orders.csv
O001884,C00092,2023-04-11,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001885,C00042,2023-07-13,Placed,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001886,C00289,2024-04-01,shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001887,C00143,2023-04-13,delivered,2023-04-14,2026-08-09T06:46:32.194049+00:00,orders.csv
O001888,C00027,2024-07-16,Shipped,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001889,C00177,2024-05-03,DELIVERED,2024-05-09,2026-08-09T06:46:32.194049+00:00,orders.csv
O001890,C00182,2023-06-18,Cancelled,,2026-08-09T06:46:32.194049+00:00,orders.csv
O001891,C00385,2023-05-14,Delivered,2023-05-23,2026-08-09T06:46:32.194049+00:00,orders.csv
